precinct,year,race,party,candidate,votes
BROWN TOWNSHIP-REEDSVILLE/BIG VALLEY,2024,UNITED STATES SENATOR,CST,MARTY SELKER,2
BROWN TOWNSHIP-REEDSVILLE/BIG VALLEY,2024,ATTORNEY GENERAL,DEM,EUGENE DEPASQUALE,289
BROWN TOWNSHIP-REEDSVILLE/BIG VALLEY,2024,ATTORNEY GENERAL,REP,DAVE SUNDAY,865
BROWN TOWNSHIP-REEDSVILLE/BIG VALLEY,2024,ATTORNEY GENERAL,LIB,ROBERT COWBURN,11
BROWN TOWNSHIP-REEDSVILLE/BIG VALLEY,2024,ATTORNEY GENERAL,GRN,RICHARD L WEISS,1
BROWN TOWNSHIP-REEDSVILLE/BIG VALLEY,2024,ATTORNEY GENERAL,CST,JUSTIN L MAGILL,7
BROWN TOWNSHIP-REEDSVILLE/BIG VALLEY,2024,ATTORNEY GENERAL,FWD,ERIC L SETTLE,3
BROWN TOWNSHIP-REEDSVILLE/BIG VALLEY,2024,AUDITOR GENERAL,DEM,MALCOLM KENYATTA,259
BROWN TOWNSHIP-REEDSVILLE/BIG VALLEY,2024,AUDITOR GENERAL,REP,TIM DEFOOR,879
BROWN TOWNSHIP-REEDSVILLE/BIG VALLEY,2024,AUDITOR GENERAL,LIB,REECE SMITH,19
BROWN TOWNSHIP-REEDSVILLE/BIG VALLEY,2024,AUDITOR GENERAL,ASP,ERIC K ANTON,4
BROWN TOWNSHIP-REEDSVILLE/BIG VALLEY,2024,AUDITOR GENERAL,CST,BOB GOODRICH,12
BROWN TOWNSHIP-REEDSVILLE/BIG VALLEY,2024,STATE TREASURER,DEM,ERIN MCCLELLAND,254
BROWN TOWNSHIP-REEDSVILLE/BIG VALLEY,2024,STATE TREASURER,REP,STACY GARRITY,906
BROWN TOWNSHIP-REEDSVILLE/BIG VALLEY,2024,STATE TREASURER,LIB,NICKOLAS CIESIELSKI,15
BROWN TOWNSHIP-REEDSVILLE/BIG VALLEY,2024,STATE TREASURER,FWD,CHRIS FOSTER,2
BROWN TOWNSHIP-REEDSVILLE/BIG VALLEY,2024,REPRESENTATIVE IN CONGRESS,DEM,BETH FARNHAM,267
BROWN TOWNSHIP-REEDSVILLE/BIG VALLEY,2024,REPRESENTATIVE IN CONGRESS,REP,JOHN JOYCE,905
BROWN TOWNSHIP-REEDSVILLE/BIG VALLEY,2024,REPRESENTATIVE IN THE GENERAL ASSEMBLY 171st LEGISLATIVE DISTRICT,REP,KERRY A BENNINGHOFF,1067
BROWN TOWNSHIP-REEDSVILLE/BIG VALLEY,2024,REPRESENTATIVE IN THE GENERAL ASSEMBLY 171st LEGISLATIVE DISTRICT,WRITE-IN,SCATTERED,22
Brown Township-Church Hill,2024,Presidential Electors,DEM,Harris / Walz,281
Brown Township-Church Hill,2024,Presidential Electors,REP,Trump / Vance,640
Brown Township-Church Hill,2024,Presidential Electors,LIB,Oliver / Ter Maat,7
Brown Township-Church Hill,2024,Presidential Electors,GRN,Stein / Ware,5
Brown Township-Church Hill,2024,Presidential Electors,Write-In,Nikki Haley,1
Brown Township-Church Hill,2024,Presidential Electors,Write-In,Scattered,3
Brown Township-Church Hill,2024,United States Senator,DEM,Robert P Casey Jr,294
Brown Township-Church Hill,2024,United States Senator,REP,Dave McCormick,611
Brown Township-Church Hill,2024,United States Senator,LIB,John C Thomas,17
Brown Township-Church Hill,2024,United States Senator,GRN,Leila Hazou,10
Brown Township-Church Hill,2024,United States Senator,CST,Marty Selker,2
Brown Township-Church Hill,2024,United States Senator,Write-In,Scattered,1
Brown Township-Church Hill,2024,Attorney General,DEM,Eugene DePasquale,256
Brown Township-Church Hill,2024,Attorney General,REP,Dave Sunday,646
Brown Township-Church Hill,2024,Attorney General,LIB,Robert Cowburn,13
Brown Township-Church Hill,2024,Attorney General,GRN,Richard L Weiss,9
Brown Township-Church Hill,2024,Attorney General,FWD,Eric L Settle,2
Brown Township-Church Hill,2024,Attorney General,Write-In,Scattered,1
Brown Township-Church Hill,2024,Auditor General,DEM,Malcolm Kenyatta,236
Brown Township-Church Hill,2024,Auditor General,REP,Tim DeFoor,653
Brown Township-Church Hill,2024,Auditor General,LIB,Reece Smith,17
Brown Township-Church Hill,2024,Auditor General,ASP,Eric K Anton,3
Brown Township-Church Hill,2024,Auditor General,CST,Bob Goodrich,10
Brown Township-Church Hill,2024,Auditor General,Write-In,Scattered,1
Brown Township-Church Hill,2024,State Treasurer,DEM,Erin McClelland,242
Brown Township-Church Hill,2024,State Treasurer,REP,Stacy Garrity,653
Brown Township-Church Hill,2024,State Treasurer,LIB,Nickolas Ciesielski,16
Brown Township-Church Hill,2024,State Treasurer,CST,Troy Bowman,5
Brown Township-Church Hill,2024,State Treasurer,Write-In,Scattered,2
Brown Township-Church Hill,2024,Representative in Congress,DEM,Beth Farnham,258
Brown Township-Church Hill,2024,Representative in Congress,REP,John Joyce,661
Brown Township-Church Hill,2024,Representative in Congress,Write-In,Scattered,1
Brown Township-Church Hill,2024,Representative in the General Assembly 171st Legislative District,REP,Kerry A Benninghoff,824
Brown Township-Church Hill,2024,Representative in the General Assembly 171st Legislative District,Write-In,Scattered,20
Burnham Borough,2024,Presidential Electors,DEM,Harris / Walz,234
Burnham Borough,2024,Presidential Electors,REP,Trump / Vance,773
Burnham Borough,2024,Presidential Electors,LIB,Oliver / Ter Maat,7
Burnham Borough,2024,Presidential Electors,GRN,Stein / Ware,2
Burnham Borough,2024,Presidential Electors,Write-In,Scattered,2
Burnham Borough,2024,United States Senator,DEM,Robert P Casey Jr,258
Burnham Borough,2024,United States Senator,REP,Dave McCormick,723
Burnham Borough,2024,United States Senator,LIB,John C Thomas,24
Burnham Borough,2024,United States Senator,GRN,Leila Hazou,2
Burnham Borough,2024,United States Senator,CST,Marty Selker,3
Burnham Borough,2024,Attorney General,DEM,Eugene DePasquale,231
Burnham Borough,2024,Attorney General,REP,Dave Sunday,740
Burnham Borough,2024,Attorney General,LIB,Robert Cowburn,12
Burnham Borough,2024,Attorney General,GRN,Richard L Weiss,6
Burnham Borough,2024,Attorney General,CST,Justin L Magill,5
Burnham Borough,2024,Attorney General,FWD,Eric L Settle,5
Burnham Borough,2024,Auditor General,DEM,Malcolm Kenyatta,224
Burnham Borough,2024,Auditor General,REP,Tim DeFoor,736
Burnham Borough,2024,Auditor General,LIB,Reece Smith,23
Burnham Borough,2024,Auditor General,ASP,Eric K Anton,6
Burnham Borough,2024,Auditor General,CST,Bob Goodrich,9
Burnham Borough,2024,Auditor General,Write-In,Scattered,1
Burnham Borough,2024,State Treasurer,DEM,Erin McClelland,215
Burnham Borough,2024,State Treasurer,REP,Stacy Garrity,764
Burnham Borough,2024,State Treasurer,LIB,Nickolas Ciesielski,16
Burnham Borough,2024,State Treasurer,CST,Troy Bowman,3
Burnham Borough,2024,State Treasurer,FWD,Chris Foster,2
Burnham Borough,2024,Representative in Congress,DEM,Beth Farnham,238
Burnham Borough,2024,Representative in Congress,REP,John Joyce,764
Burnham Borough,2024,Representative in Congress,Write-In,Scattered,1
Burnham Borough,2024,Representative in the General Assembly 85th Legislative District,DEM,Nick Jacobson,225
Burnham Borough,2024,Representative in the General Assembly 85th Legislative District,REP,David H Rowe,771
DECATUR TOWNSHIP-EAST,2024,PRESIDENTIAL ELECTORS,DEM,HARRIS / WALZ,111
DECATUR TOWNSHIP-EAST,2024,PRESIDENTIAL ELECTORS,REP,TRUMP / VANCE,574
DECATUR TOWNSHIP-EAST,2024,PRESIDENTIAL ELECTORS,LIB,OLIVER / TER MAAT,2
DECATUR TOWNSHIP-EAST,2024,PRESIDENTIAL ELECTORS,GRN,STEIN / WARE,0
DECATUR TOWNSHIP-EAST,2024,PRESIDENTIAL ELECTORS,Write-In,SCATTERED,2
DECATUR TOWNSHIP-EAST,2024,UNITED STATES SENATOR,DEM,ROBERT P CASEY JR,113
DECATUR TOWNSHIP-EAST,2024,UNITED STATES SENATOR,REP,DAVE MCCORMICK,554
DECATUR TOWNSHIP-EAST,2024,UNITED STATES SENATOR,LIB,JOHN C THOMAS,7
DECATUR TOWNSHIP-EAST,2024,UNITED STATES SENATOR,GRN,LEILA HAZOU,1
DECATUR TOWNSHIP-EAST,2024,UNITED STATES SENATOR,CST,MARTY SELKER,3
DECATUR TOWNSHIP-EAST,2024,ATTORNEY GENERAL,DEM,EUGENE DEPASQUALE,101
DECATUR TOWNSHIP-EAST,2024,ATTORNEY GENERAL,REP,DAVE SUNDAY,564
DECATUR TOWNSHIP-EAST,2024,ATTORNEY GENERAL,LIB,ROBERT COWBURN,7
DECATUR TOWNSHIP-EAST,2024,ATTORNEY GENERAL,GRN,RICHARD L WEISS,2
DECATUR TOWNSHIP-EAST,2024,ATTORNEY GENERAL,CST,JUSTIN L MAGILL,1
DECATUR TOWNSHIP-EAST,2024,ATTORNEY GENERAL,FWD,ERIC L SETTLE,1
DECATUR TOWNSHIP-EAST,2024,AUDITOR GENERAL,DEM,MALCOLM KENYATTA,99
DECATUR TOWNSHIP-EAST,2024,AUDITOR GENERAL,REP,TIM DEFOOR,554
DECATUR TOWNSHIP-EAST,2024,AUDITOR GENERAL,LIB,REECE SMITH,10
DECATUR TOWNSHIP-EAST,2024,AUDITOR GENERAL,ASP,ERIC K ANTON,0
DECATUR TOWNSHIP-EAST,2024,AUDITOR GENERAL,CST,BOB GOODRICH,3
DECATUR TOWNSHIP-EAST,2024,STATE TREASURER,DEM,ERIN MCCLELLAND,96
DECATUR TOWNSHIP-EAST,2024,STATE TREASURER,REP,STACY GARRITY,557
DECATUR TOWNSHIP-EAST,2024,STATE TREASURER,LIB,NICKOLAS CIESIELSKI,10
DECATUR TOWNSHIP-EAST,2024,STATE TREASURER,CST,TROY BOWMAN,6
DECATUR TOWNSHIP-EAST,2024,STATE TREASURER,FWD,CHRIS FOSTER,1
DECATUR TOWNSHIP-EAST,2024,REPRESENTATIVE IN CONGRESS,DEM,BETH FARNHAM,99
DECATUR TOWNSHIP-EAST,2024,REPRESENTATIVE IN CONGRESS,REP,JOHN JOYCE,563
DECATUR TOWNSHIP-EAST,2024,REPRESENTATIVE IN THE GENERAL ASSEMBLY,DEM,NICK JACOBSON,96
DECATUR TOWNSHIP-EAST,2024,REPRESENTATIVE IN THE GENERAL ASSEMBLY,REP,DAVID H ROWE,560
DECATUR TOWNSHIP-WEST,2024,PRESIDENTIAL ELECTORS,DEM,HARRIS / WALZ,132
DECATUR TOWNSHIP-WEST,2024,PRESIDENTIAL ELECTORS,REP,TRUMP / VANCE,791
DECATUR TOWNSHIP-WEST,2024,PRESIDENTIAL ELECTORS,LIB,OLIVER / TER MAAT,3
DECATUR TOWNSHIP-WEST,2024,PRESIDENTIAL ELECTORS,GRN,STEIN / WARE,1
DECATUR TOWNSHIP-WEST,2024,PRESIDENTIAL ELECTORS,Write-In,SCATTERED,2
DECATUR TOWNSHIP-WEST,2024,UNITED STATES SENATOR,DEM,ROBERT P CASEY JR,138
DECATUR TOWNSHIP-WEST,2024,UNITED STATES SENATOR,REP,DAVE MCCORMICK,770
DECATUR TOWNSHIP-WEST,2024,UNITED STATES SENATOR,LIB,JOHN C THOMAS,7
DECATUR TOWNSHIP-WEST,2024,UNITED STATES SENATOR,GRN,LEILA HAZOU,4
DECATUR TOWNSHIP-WEST,2024,UNITED STATES SENATOR,CST,MARTY SELKER,4
DECATUR TOWNSHIP-WEST,2024,ATTORNEY GENERAL,DEM,EUGENE DEPASQUALE,138
DECATUR TOWNSHIP-WEST,2024,ATTORNEY GENERAL,REP,DAVE SUNDAY,770
DECATUR TOWNSHIP-WEST,2024,ATTORNEY GENERAL,LIB,ROBERT COWBURN,8
DECATUR TOWNSHIP-WEST,2024,ATTORNEY GENERAL,GRN,RICHARD L WEISS,4
DECATUR TOWNSHIP-WEST,2024,ATTORNEY GENERAL,CST,JUSTIN L MAGILL,4
DECATUR TOWNSHIP-WEST,2024,STATE TREASURER,DEM,ERIN MCCLELLAND,117
DECATUR TOWNSHIP-WEST,2024,STATE TREASURER,REP,STACY GARRITY,787
DECATUR TOWNSHIP-WEST,2024,STATE TREASURER,LIB,NICKOLAS CIESIELSKI,8
DECATUR TOWNSHIP-WEST,2024,STATE TREASURER,CST,TROY BOWMAN,5
DECATUR TOWNSHIP-WEST,2024,STATE TREASURER,FWD,CHRIS FOSTER,3
DECATUR TOWNSHIP-WEST,2024,REPRESENTATIVE IN CONGRESS,DEM,BETH FARNHAM,131
DECATUR TOWNSHIP-WEST,2024,REPRESENTATIVE IN CONGRESS,REP,JOHN JOYCE,789
DECATUR TOWNSHIP-WEST,2024,REPRESENTATIVE IN THE GENERAL ASSEMBLY,DEM,NICK JACOBSON,130
DECATUR TOWNSHIP-WEST,2024,REPRESENTATIVE IN THE GENERAL ASSEMBLY,REP,DAVID H ROWE,787
DERRY TOWNSHIP-EAST,2024,PRESIDENTIAL ELECTORS,DEM,HARRIS / WALZ,300
DERRY TOWNSHIP-EAST,2024,PRESIDENTIAL ELECTORS,REP,TRUMP / VANCE,932
DERRY TOWNSHIP-EAST,2024,PRESIDENTIAL ELECTORS,LIB,OLIVER / TER MAAT,9
DERRY TOWNSHIP-EAST,2024,PRESIDENTIAL ELECTORS,GRN,STEIN / WARE,0
DERRY TOWNSHIP-EAST,2024,PRESIDENTIAL ELECTORS,Write-In,NIKKI HALEY,1
DERRY TOWNSHIP-EAST,2024,UNITED STATES SENATOR,DEM,ROBERT P CASEY JR,315
DERRY TOWNSHIP-EAST,2024,UNITED STATES SENATOR,REP,DAVE MCCORMICK,903
DERRY TOWNSHIP-EAST,2024,UNITED STATES SENATOR,LIB,JOHN C THOMAS,10
DERRY TOWNSHIP-EAST,2024,UNITED STATES SENATOR,GRN,LEILA HAZOU,2
DERRY TOWNSHIP-EAST,2024,UNITED STATES SENATOR,CST,MARTY SELKER,7
DERRY TOWNSHIP-EAST,2024,ATTORNEY GENERAL,DEM,EUGENE DEPASQUALE,288
DERRY TOWNSHIP-EAST,2024,ATTORNEY GENERAL,REP,DAVE SUNDAY,913
DERRY TOWNSHIP-EAST,2024,ATTORNEY GENERAL,LIB,ROBERT COWBURN,12
DERRY TOWNSHIP-EAST,2024,ATTORNEY GENERAL,GRN,RICHARD L WEISS,3
DERRY TOWNSHIP-EAST,2024,ATTORNEY GENERAL,CST,JUSTIN L MAGILL,5
DERRY TOWNSHIP-EAST,2024,ATTORNEY GENERAL,FWD,ERIC L SETTLE,1
DERRY TOWNSHIP-EAST,2024,AUDITOR GENERAL,DEM,MALCOLM KENYATTA,261
DERRY TOWNSHIP-EAST,2024,AUDITOR GENERAL,REP,TIM DEFOOR,923
DERRY TOWNSHIP-EAST,2024,AUDITOR GENERAL,LIB,REECE SMITH,23
DERRY TOWNSHIP-EAST,2024,AUDITOR GENERAL,CST,BOB GOODRICH,6
DERRY TOWNSHIP-EAST,2024,STATE TREASURER,DEM,ERIN MCCLELLAND,263
DERRY TOWNSHIP-EAST,2024,STATE TREASURER,REP,STACY GARRITY,938
DERRY TOWNSHIP-EAST,2024,STATE TREASURER,LIB,NICKOLAS CIESIELSKI,11
DERRY TOWNSHIP-EAST,2024,STATE TREASURER,CST,TROY BOWMAN,2
DERRY TOWNSHIP-EAST,2024,STATE TREASURER,FWD,CHRIS FOSTER,3
DERRY TOWNSHIP-EAST,2024,REPRESENTATIVE IN CONGRESS,DEM,BETH FARNHAM,283
DERRY TOWNSHIP-EAST,2024,REPRESENTATIVE IN CONGRESS,REP,JOHN JOYCE,931
DERRY TOWNSHIP-EAST,2024,REPRESENTATIVE IN THE GENERAL ASSEMBLY 85TH LEGISLATIVE DISTRICT,DEM,NICK JACOBSON,269
DERRY TOWNSHIP-EAST,2024,REPRESENTATIVE IN THE GENERAL ASSEMBLY 85TH LEGISLATIVE DISTRICT,REP,DAVID H ROWE,950
DERRY TOWNSHIP-NORTH,2024,PRESIDENTIAL ELECTORS,DEM,HARRIS / WALZ,217
DERRY TOWNSHIP-NORTH,2024,PRESIDENTIAL ELECTORS,REP,TRUMP / VANCE,789
DERRY TOWNSHIP-NORTH,2024,PRESIDENTIAL ELECTORS,LIB,OLIVER / TER MAAT,5
DERRY TOWNSHIP-NORTH,2024,PRESIDENTIAL ELECTORS,GRN,STEIN / WARE,2
DERRY TOWNSHIP-NORTH,2024,UNITED STATES SENATOR,DEM,ROBERT P CASEY JR,235
DERRY TOWNSHIP-NORTH,2024,UNITED STATES SENATOR,REP,DAVE MCCORMICK,746
DERRY TOWNSHIP-NORTH,2024,UNITED STATES SENATOR,LIB,JOHN C THOMAS,17
DERRY TOWNSHIP-NORTH,2024,UNITED STATES SENATOR,GRN,LEILA HAZOU,5
DERRY TOWNSHIP-NORTH,2024,UNITED STATES SENATOR,CST,MARTY SELKER,5
DERRY TOWNSHIP-NORTH,2024,ATTORNEY GENERAL,DEM,EUGENE DEPASQUALE,199
DERRY TOWNSHIP-NORTH,2024,ATTORNEY GENERAL,REP,DAVE SUNDAY,765
DERRY TOWNSHIP-NORTH,2024,ATTORNEY GENERAL,LIB,ROBERT COWBURN,16
DERRY TOWNSHIP-NORTH,2024,ATTORNEY GENERAL,GRN,RICHARD L WEISS,9
DERRY TOWNSHIP-NORTH,2024,ATTORNEY GENERAL,CST,JUSTIN L MAGILL,6
DERRY TOWNSHIP-NORTH,2024,ATTORNEY GENERAL,FWD,ERIC L SETTLE,4
DERRY TOWNSHIP-NORTH,2024,AUDITOR GENERAL,DEM,MALCOLM KENYATTA,191
DERRY TOWNSHIP-NORTH,2024,AUDITOR GENERAL,REP,TIM DEFOOR,776
DERRY TOWNSHIP-NORTH,2024,AUDITOR GENERAL,LIB,REECE SMITH,14
