precinct,year,race,party,candidate,votes
010002-1 ALLEN TWSP SOUTH,2024,Representative in Congress District 7,REP,RYAN E MACKENZIE,1009
010002-1 ALLEN TWSP SOUTH,2024,Representative in the General Assembly 183rd Legislative District,DEM,JOE LENZI,698
010002-1 ALLEN TWSP SOUTH,2024,Representative in the General Assembly 183rd Legislative District,REP,ZACH MAKO,1109
010002-1 ALLEN TWSP SOUTH,2024,Northampton County Home Rule Charter Amendment,YES,YES,1178
010002-1 ALLEN TWSP SOUTH,2024,Northampton County Home Rule Charter Amendment,NO,NO,200
020100-1 BANGOR BORO 1ST WARD,2024,Presidential Electors,DEM,HARRIS / WALZ,240
020100-1 BANGOR BORO 1ST WARD,2024,Presidential Electors,REP,TRUMP / VANCE,355
020100-1 BANGOR BORO 1ST WARD,2024,Presidential Electors,LIB,OLIVER / TER MAAT,0
020100-1 BANGOR BORO 1ST WARD,2024,Presidential Electors,GRN,STEIN / WARE,2
020100-1 BANGOR BORO 1ST WARD,2024,United States Senator,DEM,ROBERT P CASEY JR,227
020100-1 BANGOR BORO 1ST WARD,2024,United States Senator,REP,DAVE MCCORMICK,330
020100-1 BANGOR BORO 1ST WARD,2024,United States Senator,LIB,JOHN C THOMAS,12
020100-1 BANGOR BORO 1ST WARD,2024,United States Senator,GRN,LEILA HAZOU,11
020100-1 BANGOR BORO 1ST WARD,2024,United States Senator,CST,MARTY SELKER,2
020100-1 BANGOR BORO 1ST WARD,2024,Attorney General,DEM,EUGENE DEPASQUALE,212
020100-1 BANGOR BORO 1ST WARD,2024,Attorney General,REP,DAVE SUNDAY,343
020100-1 BANGOR BORO 1ST WARD,2024,Attorney General,LIB,ROBERT COWBURN,8
020100-1 BANGOR BORO 1ST WARD,2024,Attorney General,GRN,RICHARD L WEISS,10
020100-1 BANGOR BORO 1ST WARD,2024,Attorney General,FWD,ERIC L SETTLE,3
020100-1 BANGOR BORO 1ST WARD,2024,Auditor General,DEM,MALCOLM KENYATTA,218
020100-1 BANGOR BORO 1ST WARD,2024,Auditor General,REP,TIM DEFOOR,331
020100-1 BANGOR BORO 1ST WARD,2024,Auditor General,LIB,REECE SMITH,11
020100-1 BANGOR BORO 1ST WARD,2024,Auditor General,ASP,ERIC K ANTON,1
020100-1 BANGOR BORO 1ST WARD,2024,Auditor General,CST,BOB GOODRICH,6
020100-1 BANGOR BORO 1ST WARD,2024,State Treasurer,DEM,ERIN MCCLELLAND,217
020100-1 BANGOR BORO 1ST WARD,2024,State Treasurer,REP,STACY GARRITY,334
020100-1 BANGOR BORO 1ST WARD,2024,State Treasurer,LIB,NICKOLAS CIESIELSKI,13
020100-1 BANGOR BORO 1ST WARD,2024,State Treasurer,CST,TROY BOWMAN,1
020100-1 BANGOR BORO 1ST WARD,2024,State Treasurer,FWD,CHRIS FOSTER,3
020100-1 BANGOR BORO 1ST WARD,2024,Representative in Congress District 7,DEM,SUSAN WILD,237
020100-1 BANGOR BORO 1ST WARD,2024,Representative in Congress District 7,REP,RYAN E MACKENZIE,342
020100-1 BANGOR BORO 1ST WARD,2024,Representative in the General Assembly 138th Legislative District,DEM,JARED BITTING,205
020100-1 BANGOR BORO 1ST WARD,2024,Representative in the General Assembly 138th Legislative District,REP,ANN FLOOD,362
020100-1 BANGOR BORO 1ST WARD,2024,Northampton County Home Rule Charter Amendment,YES,YES,383
020100-1 BANGOR BORO 1ST WARD,2024,Northampton County Home Rule Charter Amendment,NO,NO,75
020200-1 BANGOR BORO 2ND WARD,2024,Presidential Electors,DEM,HARRIS / WALZ,222
020200-1 BANGOR BORO 2ND WARD,2024,Presidential Electors,REP,TRUMP / VANCE,340
020200-1 BANGOR BORO 2ND WARD,2024,Presidential Electors,LIB,OLIVER / TER MAAT,6
020200-1 BANGOR BORO 2ND WARD,2024,Presidential Electors,GRN,STEIN / WARE,1
020200-1 BANGOR BORO 2ND WARD,2024,Presidential Electors,Write-In,Totals,1
020200-1 BANGOR BORO 2ND WARD,2024,United States Senator,DEM,ROBERT P CASEY JR,221
020200-1 BANGOR BORO 2ND WARD,2024,United States Senator,REP,DAVE MCCORMICK,306
020200-1 BANGOR BORO 2ND WARD,2024,United States Senator,LIB,JOHN C THOMAS,19
020200-1 BANGOR BORO 2ND WARD,2024,United States Senator,GRN,LEILA HAZOU,4
020200-1 BANGOR BORO 2ND WARD,2024,United States Senator,CST,MARTY SELKER,4
020200-1 BANGOR BORO 2ND WARD,2024,Attorney General,DEM,EUGENE DEPASQUALE,196
020200-1 BANGOR BORO 2ND WARD,2024,Attorney General,REP,DAVE SUNDAY,323
020200-1 BANGOR BORO 2ND WARD,2024,Attorney General,LIB,ROBERT COWBURN,11
020200-1 BANGOR BORO 2ND WARD,2024,Attorney General,GRN,RICHARD L WEISS,10
020200-1 BANGOR BORO 2ND WARD,2024,Attorney General,CST,JUSTIN L MAGILL,3
020200-1 BANGOR BORO 2ND WARD,2024,Attorney General,FWD,ERIC L SETTLE,4
020200-1 BANGOR BORO 2ND WARD,2024,Auditor General,DEM,MALCOLM KENYATTA,205
020200-1 BANGOR BORO 2ND WARD,2024,Auditor General,REP,TIM DEFOOR,306
020200-1 BANGOR BORO 2ND WARD,2024,Auditor General,LIB,REECE SMITH,24
020200-1 BANGOR BORO 2ND WARD,2024,Auditor General,ASP,ERIC K ANTON,1
020200-1 BANGOR BORO 2ND WARD,2024,Auditor General,CST,BOB GOODRICH,6
020200-1 BANGOR BORO 2ND WARD,2024,State Treasurer,DEM,ERIN MCCLELLAND,215
020200-1 BANGOR BORO 2ND WARD,2024,State Treasurer,REP,STACY GARRITY,308
020200-1 BANGOR BORO 2ND WARD,2024,State Treasurer,LIB,NICKOLAS CIESIELSKI,18
020200-1 BANGOR BORO 2ND WARD,2024,State Treasurer,CST,TROY BOWMAN,2
020200-1 BANGOR BORO 2ND WARD,2024,State Treasurer,FWD,CHRIS FOSTER,5
020200-1 BANGOR BORO 2ND WARD,2024,Representative in Congress District 7,DEM,SUSAN WILD,238
020200-1 BANGOR BORO 2ND WARD,2024,Representative in Congress District 7,REP,RYAN E MACKENZIE,312
020200-1 BANGOR BORO 2ND WARD,2024,Representative in the General Assembly 138th Legislative District,DEM,JARED BITTING,197
020200-1 BANGOR BORO 2ND WARD,2024,Representative in the General Assembly 138th Legislative District,REP,ANN FLOOD,343
020200-1 BANGOR BORO 2ND WARD,2024,Representative in the General Assembly 138th Legislative District,Write-In,Totals,1
020200-1 BANGOR BORO 2ND WARD,2024,Northampton County Home Rule Charter Amendment,YES,,330
020200-1 BANGOR BORO 2ND WARD,2024,Northampton County Home Rule Charter Amendment,NO,,67
020300-1 BANGOR BORO 3RD WARD,2024,Presidential Electors,DEM,HARRIS / WALZ,254
020300-1 BANGOR BORO 3RD WARD,2024,Presidential Electors,REP,TRUMP / VANCE,373
020300-1 BANGOR BORO 3RD WARD,2024,Presidential Electors,LIB,OLIVER / TER MAAT,5
020300-1 BANGOR BORO 3RD WARD,2024,Presidential Electors,GRN,STEIN / WARE,1
020300-1 BANGOR BORO 3RD WARD,2024,Presidential Electors,Write-In,Totals,1
020300-1 BANGOR BORO 3RD WARD,2024,United States Senator,DEM,ROBERT P CASEY JR,235
020300-1 BANGOR BORO 3RD WARD,2024,United States Senator,REP,DAVE MCCORMICK,366
020300-1 BANGOR BORO 3RD WARD,2024,United States Senator,LIB,JOHN C THOMAS,9
020300-1 BANGOR BORO 3RD WARD,2024,United States Senator,GRN,LEILA HAZOU,8
020300-1 BANGOR BORO 3RD WARD,2024,United States Senator,CST,MARTY SELKER,3
020300-1 BANGOR BORO 3RD WARD,2024,Attorney General,DEM,EUGENE DEPASQUALE,221
020300-1 BANGOR BORO 3RD WARD,2024,Attorney General,REP,DAVE SUNDAY,374
020300-1 BANGOR BORO 3RD WARD,2024,Attorney General,LIB,ROBERT COWBURN,7
020300-1 BANGOR BORO 3RD WARD,2024,Attorney General,GRN,RICHARD L WEISS,6
020300-1 BANGOR BORO 3RD WARD,2024,Attorney General,FWD,ERIC L SETTLE,4
020300-1 BANGOR BORO 3RD WARD,2024,Auditor General,DEM,MALCOLM KENYATTA,222
020300-1 BANGOR BORO 3RD WARD,2024,Auditor General,REP,TIM DEFOOR,372
020300-1 BANGOR BORO 3RD WARD,2024,Auditor General,LIB,REECE SMITH,10
020300-1 BANGOR BORO 3RD WARD,2024,Auditor General,ASP,ERIC K ANTON,3
020300-1 BANGOR BORO 3RD WARD,2024,Auditor General,CST,BOB GOODRICH,4
020300-1 BANGOR BORO 3RD WARD,2024,State Treasurer,DEM,ERIN MCCLELLAND,223
020300-1 BANGOR BORO 3RD WARD,2024,State Treasurer,REP,STACY GARRITY,375
020300-1 BANGOR BORO 3RD WARD,2024,State Treasurer,LIB,NICKOLAS CIESIELSKI,8
020300-1 BANGOR BORO 3RD WARD,2024,State Treasurer,CST,TROY BOWMAN,2
020300-1 BANGOR BORO 3RD WARD,2024,State Treasurer,FWD,CHRIS FOSTER,4
020300-1 BANGOR BORO 3RD WARD,2024,Representative in Congress District 7,DEM,SUSAN WILD,257
020300-1 BANGOR BORO 3RD WARD,2024,Representative in Congress District 7,REP,RYAN E MACKENZIE,361
020300-1 BANGOR BORO 3RD WARD,2024,Representative in the General Assembly 138th Legislative District,DEM,JARED BITTING,214
020300-1 BANGOR BORO 3RD WARD,2024,Representative in the General Assembly 138th Legislative District,REP,ANN FLOOD,396
020300-1 BANGOR BORO 3RD WARD,2024,Northampton County Home Rule Charter Amendment,---,YES,392
020300-1 BANGOR BORO 3RD WARD,2024,Northampton County Home Rule Charter Amendment,---,NO,64
020400-1 BANGOR BORO 4TH WARD,2024,Presidential Electors,DEM,HARRIS / WALZ,221
020400-1 BANGOR BORO 4TH WARD,2024,Presidential Electors,REP,TRUMP / VANCE,371
020400-1 BANGOR BORO 4TH WARD,2024,Presidential Electors,LIB,OLIVER / TER MAAT,1
020400-1 BANGOR BORO 4TH WARD,2024,Presidential Electors,GRN,STEIN / WARE,4
020400-1 BANGOR BORO 4TH WARD,2024,Presidential Electors,Write-In,Write-In Totals,1
020400-1 BANGOR BORO 4TH WARD,2024,United States Senator,DEM,ROBERT P CASEY JR,221
020400-1 BANGOR BORO 4TH WARD,2024,United States Senator,REP,DAVE MCCORMICK,343
020400-1 BANGOR BORO 4TH WARD,2024,United States Senator,LIB,JOHN C THOMAS,7
020400-1 BANGOR BORO 4TH WARD,2024,United States Senator,GRN,LEILA HAZOU,4
020400-1 BANGOR BORO 4TH WARD,2024,Attorney General,DEM,EUGENE DEPASQUALE,205
020400-1 BANGOR BORO 4TH WARD,2024,Attorney General,REP,DAVE SUNDAY,350
020400-1 BANGOR BORO 4TH WARD,2024,Attorney General,LIB,ROBERT COWBURN,6
020400-1 BANGOR BORO 4TH WARD,2024,Attorney General,GRN,RICHARD L WEISS,4
020400-1 BANGOR BORO 4TH WARD,2024,Attorney General,CST,JUSTIN L MAGILL,1
020400-1 BANGOR BORO 4TH WARD,2024,Auditor General,DEM,MALCOLM KENYATTA,211
020400-1 BANGOR BORO 4TH WARD,2024,Auditor General,REP,TIM DEFOOR,344
020400-1 BANGOR BORO 4TH WARD,2024,Auditor General,LIB,REECE SMITH,8
020400-1 BANGOR BORO 4TH WARD,2024,Auditor General,CST,BOB GOODRICH,3
020400-1 BANGOR BORO 4TH WARD,2024,State Treasurer,DEM,ERIN MCCLELLAND,206
020400-1 BANGOR BORO 4TH WARD,2024,State Treasurer,REP,STACY GARRITY,346
020400-1 BANGOR BORO 4TH WARD,2024,State Treasurer,LIB,NICKOLAS CIESIELSKI,8
020400-1 BANGOR BORO 4TH WARD,2024,State Treasurer,CST,TROY BOWMAN,1
020400-1 BANGOR BORO 4TH WARD,2024,State Treasurer,FWD,CHRIS FOSTER,3
020400-1 BANGOR BORO 4TH WARD,2024,Representative in Congress District 7,DEM,SUSAN WILD,227
020400-1 BANGOR BORO 4TH WARD,2024,Representative in Congress District 7,REP,RYAN E MACKENZIE,349
020400-1 BANGOR BORO 4TH WARD,2024,Representative in the General Assembly 138th Legislative District,DEM,JARED BITTING,197
020400-1 BANGOR BORO 4TH WARD,2024,Representative in the General Assembly 138th Legislative District,REP,ANN FLOOD,375
020400-1 BANGOR BORO 4TH WARD,2024,Northampton County Home Rule Charter Amendment,---,YES,340
020400-1 BANGOR BORO 4TH WARD,2024,Northampton County Home Rule Charter Amendment,---,NO,48
030000-1 BATH BORO,2024,Presidential Electors,DEM,HARRIS / WALZ,603
030000-1 BATH BORO,2024,Presidential Electors,REP,TRUMP / VANCE,768
030000-1 BATH BORO,2024,Presidential Electors,LIB,OLIVER / TER MAAT,10
030000-1 BATH BORO,2024,Presidential Electors,GRN,STEIN / WARE,7
030000-1 BATH BORO,2024,Presidential Electors,Write-In,Totals,3
030000-1 BATH BORO,2024,United States Senator,DEM,ROBERT P CASEY JR,592
030000-1 BATH BORO,2024,United States Senator,REP,DAVE MCCORMICK,717
030000-1 BATH BORO,2024,United States Senator,LIB,JOHN C THOMAS,21
030000-1 BATH BORO,2024,United States Senator,GRN,LEILA HAZOU,17
030000-1 BATH BORO,2024,United States Senator,CST,MARTY SELKER,5
030000-1 BATH BORO,2024,United States Senator,Write-In,Totals,0
030000-1 BATH BORO,2024,Attorney General,DEM,EUGENE DEPASQUALE,555
030000-1 BATH BORO,2024,Attorney General,REP,DAVE SUNDAY,741
030000-1 BATH BORO,2024,Attorney General,LIB,ROBERT COWBURN,22
030000-1 BATH BORO,2024,Attorney General,GRN,RICHARD L WEISS,14
030000-1 BATH BORO,2024,Attorney General,CST,JUSTIN L MAGILL,9
030000-1 BATH BORO,2024,Attorney General,FWD,ERIC L SETTLE,0
030000-1 BATH BORO,2024,Attorney General,Write-In,Totals,0
030000-1 BATH BORO,2024,Auditor General,DEM,MALCOLM KENYATTA,557
030000-1 BATH BORO,2024,Auditor General,REP,TIM DEFOOR,739
030000-1 BATH BORO,2024,Auditor General,LIB,REECE SMITH,28
030000-1 BATH BORO,2024,Auditor General,ASP,ERIC K ANTON,2
030000-1 BATH BORO,2024,Auditor General,CST,BOB GOODRICH,7
030000-1 BATH BORO,2024,Auditor General,Write-In,Totals,2
030000-1 BATH BORO,2024,State Treasurer,DEM,ERIN MCCLELLAND,559
030000-1 BATH BORO,2024,State Treasurer,REP,STACY GARRITY,742
030000-1 BATH BORO,2024,State Treasurer,LIB,NICKOLAS CIESIELSKI,23
030000-1 BATH BORO,2024,State Treasurer,CST,TROY BOWMAN,9
030000-1 BATH BORO,2024,State Treasurer,FWD,CHRIS FOSTER,3
030000-1 BATH BORO,2024,State Treasurer,Write-In,Totals,1
030000-1 BATH BORO,2024,Representative in Congress District 7,DEM,SUSAN WILD,623
030000-1 BATH BORO,2024,Representative in Congress District 7,REP,RYAN E MACKENZIE,726
030000-1 BATH BORO,2024,Representative in Congress District 7,Write-In,Totals,0
030000-1 BATH BORO,2024,Representative in the General Assembly 183rd Legislative District,DEM,JOE LENZI,540
030000-1 BATH BORO,2024,Representative in the General Assembly 183rd Legislative District,REP,ZACH MAKO,781
030000-1 BATH BORO,2024,Representative in the General Assembly 183rd Legislative District,Write-In,Totals,0
030000-1 BATH BORO,2024,Northampton County Home Rule Charter Amendment,NON,YES,868
030000-1 BATH BORO,2024,Northampton County Home Rule Charter Amendment,NON,NO,156
040101-1 BETHLEHEM 1-NORTH,2024,Presidential Electors,DEM,HARRIS / WALZ,469
040101-1 BETHLEHEM 1-NORTH,2024,Presidential Electors,REP,TRUMP / VANCE,178
040101-1 BETHLEHEM 1-NORTH,2024,Presidential Electors,LIB,OLIVER / TER MAAT,4
040101-1 BETHLEHEM 1-NORTH,2024,Presidential Electors,GRN,STEIN / WARE,5
040101-1 BETHLEHEM 1-NORTH,2024,Presidential Electors,Write-In,Totals,0
040101-1 BETHLEHEM 1-NORTH,2024,United States Senator,DEM,ROBERT P CASEY JR,436
040101-1 BETHLEHEM 1-NORTH,2024,United States Senator,REP,DAVE MCCORMICK,170
040101-1 BETHLEHEM 1-NORTH,2024,United States Senator,LIB,JOHN C THOMAS,9
040101-1 BETHLEHEM 1-NORTH,2024,United States Senator,GRN,LEILA HAZOU,9
040101-1 BETHLEHEM 1-NORTH,2024,United States Senator,CST,MARTY SELKER,2
040101-1 BETHLEHEM 1-NORTH,2024,United States Senator,Write-In,Totals,0
040101-1 BETHLEHEM 1-NORTH,2024,Attorney General,DEM,EUGENE DEPASQUALE,423
040101-1 BETHLEHEM 1-NORTH,2024,Attorney General,REP,DAVE SUNDAY,173
040101-1 BETHLEHEM 1-NORTH,2024,Attorney General,LIB,ROBERT COWBURN,10
040101-1 BETHLEHEM 1-NORTH,2024,Attorney General,GRN,RICHARD L WEISS,13
040101-1 BETHLEHEM 1-NORTH,2024,Attorney General,CST,JUSTIN L MAGILL,4
040101-1 BETHLEHEM 1-NORTH,2024,Attorney General,FWD,ERIC L SETTLE,1
040101-1 BETHLEHEM 1-NORTH,2024,Attorney General,Write-In,Totals,0
040101-1 BETHLEHEM 1-NORTH,2024,Auditor General,DEM,MALCOLM KENYATTA,434
040101-1 BETHLEHEM 1-NORTH,2024,Auditor General,REP,TIM DEFOOR,168
040101-1 BETHLEHEM 1-NORTH,2024,Auditor General,LIB,REECE SMITH,11
040101-1 BETHLEHEM 1-NORTH,2024,Auditor General,ASP,ERIC K ANTON,4
040101-1 BETHLEHEM 1-NORTH,2024,Auditor General,CST,BOB GOODRICH,5
040101-1 BETHLEHEM 1-NORTH,2024,State Treasurer,DEM,ERIN MCCLELLAND,431
040101-1 BETHLEHEM 1-NORTH,2024,State Treasurer,REP,STACY GARRITY,166
040101-1 BETHLEHEM 1-NORTH,2024,State Treasurer,LIB,NICKOLAS CIESIELSKI,10
040101-1 BETHLEHEM 1-NORTH,2024,State Treasurer,CST,TROY BOWMAN,3
040101-1 BETHLEHEM 1-NORTH,2024,State Treasurer,FWD,CHRIS FOSTER,7
040101-1 BETHLEHEM 1-NORTH,2024,Representative in Congress District 7,DEM,SUSAN WILD,450
040101-1 BETHLEHEM 1-NORTH,2024,Representative in Congress District 7,REP,RYAN E MACKENZIE,179
040101-1 BETHLEHEM 1-NORTH,2024,Representative in the General Assembly 135th Legislative District,DEM,STEVE SAMUELSON,481
040101-1 BETHLEHEM 1-NORTH,2024,Northampton County Home Rule Charter Amendment,YES,YES,358
040101-1 BETHLEHEM 1-NORTH,2024,Northampton County Home Rule Charter Amendment,NO,NO,68
040102-1 BETHLEHEM 1-SOUTH,2024,Presidential Electors,DEM,HARRIS / WALZ,444
040102-1 BETHLEHEM 1-SOUTH,2024,Presidential Electors,REP,TRUMP / VANCE,192
040102-1 BETHLEHEM 1-SOUTH,2024,Presidential Electors,LIB,OLIVER / TER MAAT,1
040102-1 BETHLEHEM 1-SOUTH,2024,Presidential Electors,GRN,STEIN / WARE,6
040102-1 BETHLEHEM 1-SOUTH,2024,United States Senator,DEM,ROBERT P CASEY JR,425
040102-1 BETHLEHEM 1-SOUTH,2024,United States Senator,REP,DAVE MCCORMICK,160
040102-1 BETHLEHEM 1-SOUTH,2024,United States Senator,LIB,JOHN C THOMAS,8
040102-1 BETHLEHEM 1-SOUTH,2024,United States Senator,GRN,LEILA HAZOU,10
040102-1 BETHLEHEM 1-SOUTH,2024,United States Senator,CST,MARTY SELKER,2
040102-1 BETHLEHEM 1-SOUTH,2024,Attorney General,DEM,EUGENE DEPASQUALE,414
040102-1 BETHLEHEM 1-SOUTH,2024,Attorney General,REP,DAVE SUNDAY,166
040102-1 BETHLEHEM 1-SOUTH,2024,Attorney General,LIB,ROBERT COWBURN,6
040102-1 BETHLEHEM 1-SOUTH,2024,Attorney General,GRN,RICHARD L WEISS,7
040102-1 BETHLEHEM 1-SOUTH,2024,Attorney General,CST,JUSTIN L MAGILL,3
040102-1 BETHLEHEM 1-SOUTH,2024,Attorney General,FWD,ERIC L SETTLE,2
040102-1 BETHLEHEM 1-SOUTH,2024,Auditor General,DEM,MALCOLM KENYATTA,412
040102-1 BETHLEHEM 1-SOUTH,2024,Auditor General,REP,TIM DEFOOR,165
040102-1 BETHLEHEM 1-SOUTH,2024,Auditor General,LIB,REECE SMITH,12
040102-1 BETHLEHEM 1-SOUTH,2024,Auditor General,ASP,ERIC K ANTON,5
040102-1 BETHLEHEM 1-SOUTH,2024,Auditor General,CST,BOB GOODRICH,4
040102-1 BETHLEHEM 1-SOUTH,2024,State Treasurer,DEM,ERIN MCCLELLAND,410
040102-1 BETHLEHEM 1-SOUTH,2024,State Treasurer,REP,STACY GARRITY,168
040102-1 BETHLEHEM 1-SOUTH,2024,State Treasurer,LIB,NICKOLAS CIESIELSKI,8
040102-1 BETHLEHEM 1-SOUTH,2024,State Treasurer,CST,TROY BOWMAN,3
040102-1 BETHLEHEM 1-SOUTH,2024,State Treasurer,FWD,CHRIS FOSTER,6
040102-1 BETHLEHEM 1-SOUTH,2024,Representative in Congress District 7,DEM,SUSAN WILD,442
040102-1 BETHLEHEM 1-SOUTH,2024,Representative in Congress District 7,REP,RYAN E MACKENZIE,161
040102-1 BETHLEHEM 1-SOUTH,2024,Representative in the General Assembly 135th Legislative District,DEM,STEVE SAMUELSON,432
040102-1 BETHLEHEM 1-SOUTH,2024,Northampton County Home Rule Charter Amendment,YES,YES,367
040102-1 BETHLEHEM 1-SOUTH,2024,Northampton County Home Rule Charter Amendment,NO,NO,64
040200-1 BETHLEHEM 2ND WARD,2024,Presidential Electors,DEM,HARRIS / WALZ,623
040200-1 BETHLEHEM 2ND WARD,2024,Presidential Electors,REP,TRUMP / VANCE,204
040200-1 BETHLEHEM 2ND WARD,2024,Presidential Electors,LIB,OLIVER / TER MAAT,8
040200-1 BETHLEHEM 2ND WARD,2024,Presidential Electors,GRN,STEIN / WARE,9
040200-1 BETHLEHEM 2ND WARD,2024,United States Senator,DEM,ROBERT P CASEY JR,589
040200-1 BETHLEHEM 2ND WARD,2024,United States Senator,REP,DAVE MCCORMICK,193
040200-1 BETHLEHEM 2ND WARD,2024,United States Senator,LIB,JOHN C THOMAS,10
040200-1 BETHLEHEM 2ND WARD,2024,United States Senator,GRN,LEILA HAZOU,23
