precinct,year,race,party,candidate,votes
Franklin 1,2024,Senator in the General Assembly,,Brandon S Grieff,0
Franklin 1,2024,Senator in the General Assembly,,Madison A Millin,0
Franklin 1,2024,Senator in the General Assembly,,Matthew Gustafson,0
Franklin 1,2024,Senator in the General Assembly,,Andy Slater,0
Franklin 1,2024,Senator in the General Assembly,,Jacob Balmer,0
Franklin 1,2024,Senator in the General Assembly,,David Groner,0
Franklin 1,2024,Senator in the General Assembly,,John Downing,0
Franklin 1,2024,Senator in the General Assembly,,Scott Cowels,0
Franklin 1,2024,Senator in the General Assembly,,Ray Cecil,0
Franklin 1,2024,Senator in the General Assembly,,Lorax Truffela,0
Franklin 1,2024,Senator in the General Assembly,,Erin McClelland,0
Franklin 1,2024,Senator in the General Assembly,,Timothy Matthew Crow,0
Franklin 1,2024,Senator in the General Assembly,,Bo Myers,0
Franklin 1,2024,Senator in the General Assembly,,Nathan Shaderline,0
Franklin 1,2024,Senator in the General Assembly,,Doug Mastriano,0
Franklin 1,2024,Senator in the General Assembly,,Brian Reed,0
Franklin 1,2024,Senator in the General Assembly,,Daniel Klementovich,0
Franklin 1,2024,Senator in the General Assembly,,Donald J Trump,0
Franklin 1,2024,Senator in the General Assembly,,John Straub,0
Franklin 1,2024,Senator in the General Assembly,,Michael D Wolozyn,0
Franklin 1,2024,Senator in the General Assembly,,Theresa McDowell,0
Franklin 1,2024,Senator in the General Assembly,,Shelby L Williams,0
Franklin 1,2024,Senator in the General Assembly,,Andrew Fish,0
Franklin 1,2024,Senator in the General Assembly,,Courtney Lake,0
Franklin 1,2024,Senator in the General Assembly,,James W Gifford,0
Franklin 1,2024,Senator in the General Assembly,,William J Baker,0
Franklin 1,2024,Senator in the General Assembly,,Matthew Blake,0
Franklin 1,2024,Senator in the General Assembly,,Donald R Tarr,0
Franklin 1,2024,Senator in the General Assembly,,Jon Bonjovi,0
Franklin 1,2024,Senator in the General Assembly,,Susan Tarr,0
Franklin 1,2024,Senator in the General Assembly,,Kayla Loll,0
Franklin 1,2024,Senator in the General Assembly,,Thomas Tarr,0
Franklin 1,2024,Senator in the General Assembly,,Matt Neely,0
Franklin 1,2024,Senator in the General Assembly,,Matthew L Motter,0
Franklin 1,2024,Senator in the General Assembly,,Josh Allen,0
Franklin 1,2024,Senator in the General Assembly,,Shelbie Stromyer,0
Franklin 1,2024,Senator in the General Assembly,,Marian Scales,0
Franklin 1,2024,Senator in the General Assembly,,Louisa Burch,0
Franklin 1,2024,Senator in the General Assembly,,Thomas Lee Wisner,0
Franklin 1,2024,Senator in the General Assembly,,Tammy Grau,0
Franklin 1,2024,Senator in the General Assembly,,Kanye West,0
Franklin 1,2024,Senator in the General Assembly,,Terry E Bortz,0
Franklin 1,2024,Senator in the General Assembly,,Daniel Arel,0
Franklin 1,2024,Senator in the General Assembly,,Dennis Lee Grove,0
Franklin 1,2024,Senator in the General Assembly,,Walter Wisniewski,0
Franklin 1,2024,Representative in the General Assembly,REP,R Lee James,661
Franklin 1,2024,Representative in the General Assembly,CST,Ron Johnson,168
Franklin 1,2024,Representative in the General Assembly,Write-In,<FICTITIOUS>,3
Franklin 1,2024,Representative in the General Assembly,Write-In,Scott E Weaver,2
Franklin 1,2024,Representative in the General Assembly,Write-In,John Kluck,2
Franklin 1,2024,Representative in the General Assembly,Write-In,<BLANK>,1
Franklin 1,2024,Representative in the General Assembly,Write-In,Ryan Rudegeair,0
Franklin 1,2024,Representative in the General Assembly,Write-In,Riley Smeal,0
Franklin 1,2024,Representative in the General Assembly,Write-In,Jaerdin Spader,0
Franklin 1,2024,Representative in the General Assembly,Write-In,Snead Berman,0
Franklin 1,2024,Representative in the General Assembly,Write-In,Diana V Guillen,1
Franklin 1,2024,Representative in the General Assembly,Write-In,Luke Curik,1
Franklin 1,2024,Representative in the General Assembly,Write-In,Peter Greene,1
Franklin 1,2024,Representative in the General Assembly,Write-In,Raymond C Fike Jr,1
Franklin 1,2024,Representative in the General Assembly,Write-In,Michele Obama,1
Franklin 1,2024,Representative in the General Assembly,Write-In,Bryan Townsend,1
Franklin 1,2024,Representative in the General Assembly,Write-In,Elizabeth D Miller,1
Franklin 1,2024,Representative in the General Assembly,Write-In,Dennis Hubbard,1
Franklin 1,2024,Representative in the General Assembly,Write-In,Tony Hall,1
Franklin 1,2024,Representative in the General Assembly,Write-In,Edward Scurry,1
Franklin 1,2024,Representative in the General Assembly,Write-In,Kevin Vinson,0
Franklin 1,2024,Representative in the General Assembly,Write-In,Margaret S Miller,0
Franklin 1,2024,Representative in the General Assembly,Write-In,Madison A Millin,0
Franklin 1,2024,Representative in the General Assembly,Write-In,Shelby L Williams,0
Franklin 1,2024,Representative in the General Assembly,Write-In,Liam McGrail,0
Franklin 1,2024,Representative in the General Assembly,Write-In,Thomas F Millar,0
Franklin 1,2024,Representative in the General Assembly,Write-In,Matthew Lindsay,0
Franklin 1,2024,Representative in the General Assembly,Write-In,Jacob Balmer,0
Franklin 1,2024,Representative in the General Assembly,Write-In,Michael Matthew Reynolds,0
Franklin 1,2024,Representative in the General Assembly,Write-In,Andy Slater,0
Franklin 1,2024,Representative in the General Assembly,Write-In,Samuel Weaver,0
Franklin 1,2024,Representative in the General Assembly,Write-In,Erin McClelland,0
Franklin 1,2024,Representative in the General Assembly,Write-In,Alan Watts,0
Franklin 1,2024,Representative in the General Assembly,Write-In,Eric S Smerkar,0
Franklin 1,2024,Representative in the General Assembly,Write-In,Mandy Hanely,0
Franklin 1,2024,Representative in the General Assembly,Write-In,Andrew Gunn,0
Franklin 1,2024,Representative in the General Assembly,Write-In,Theresa McDowell,0
Franklin 1,2024,Representative in the General Assembly,Write-In,Susan Tarr,0
Franklin 1,2024,Representative in the General Assembly,Write-In,Dave Fleeger,0
Franklin 1,2024,Representative in the General Assembly,Write-In,Devon McLain,0
Franklin 1,2024,Representative in the General Assembly,Write-In,Bob Hines,0
Franklin 1,2024,Representative in the General Assembly,Write-In,Marian Scales,0
Franklin 1,2024,Representative in the General Assembly,Write-In,Joe Smith,0
Franklin 1,2024,Representative in the General Assembly,Write-In,Pamela Ann Wisner,0
Franklin 1,2024,Representative in the General Assembly,Write-In,Kevin J Casper,0
Franklin 1,2024,Representative in the General Assembly,Write-In,George W Bush,0
Franklin 1,2024,Representative in the General Assembly,Write-In,Nick Deeter,0
Franklin 1,2024,Representative in the General Assembly,Write-In,Daniel Arel,0
Franklin 1,2024,Representative in the General Assembly,Write-In,Charles C Moore,0
Franklin 1,2024,Representative in the General Assembly,Write-In,Walter Wisniewski,0
Franklin 1,2024,Representative in the General Assembly,Write-In,Richard M Swain,0
Franklin 1,2024,Representative in the General Assembly,Write-In,AOC,0
Franklin 1,2024,Representative in the General Assembly,Write-In,Michael Thomas,0
Franklin 1,2024,Representative in the General Assembly,Write-In,Bob Dole,0
Franklin 1,2024,Representative in the General Assembly,Write-In,Mathew Beith,0
Franklin 1,2024,Representative in the General Assembly,Write-In,Mark Uhrinek,0
Franklin 1,2024,Representative in the General Assembly,Write-In,Michael A Poff,0
Franklin 1,2024,Representative in the General Assembly,Write-In,Tom Best,0
Franklin 1,2024,Representative in the General Assembly,Write-In,Gerald Jerome Cunningham,0
Franklin 1,2024,Representative in the General Assembly,Write-In,Koah Pentz,0
Franklin 1,2024,Representative in the General Assembly,Write-In,Stacy Saylor,0
Franklin 1,2024,Representative in the General Assembly,Write-In,Michael Wilcox,0
Franklin 1,2024,Representative in the General Assembly,Write-In,Matthew Hunt,0
Franklin 1,2024,Representative in the General Assembly,Write-In,Joseph Lander,0
Franklin 1,2024,Representative in the General Assembly,Write-In,Kelly Lander,0
Franklin 1,2024,Representative in the General Assembly,Write-In,Ron Swanson,0
Franklin 1,2024,Representative in the General Assembly,Write-In,Cordero R Estrada,0
Franklin 1,2024,Representative in the General Assembly,Write-In,Hillary Clinton,0
Franklin 1,2024,Representative in the General Assembly,Write-In,Mini Rodgers,0
Franklin 1,2024,Representative in the General Assembly,Write-In,Mook Rodgers,0
Franklin 1,2024,Representative in the General Assembly,Write-In,Joe Angiolieri,0
Franklin 1,2024,Representative in the General Assembly,Write-In,David Smith,0
Franklin 1,2024,Representative in the General Assembly,Write-In,Steve Lerch,0
Franklin 1,2024,Representative in the General Assembly,Write-In,Max Schang,0
Franklin 1,2024,Representative in the General Assembly,Write-In,Darrell Campbell,0
Franklin 1,2024,Representative in the General Assembly,Write-In,Randy Boggess,0
Franklin 1,2024,Representative in the General Assembly,Write-In,Senator Vincent J Huges,0
Franklin 1,2024,Representative in the General Assembly,Write-In,Mark Kearney,0
Franklin 1,2024,Representative in the General Assembly,Write-In,Joshua E Polley,0
Franklin 1,2024,Representative in the General Assembly,Write-In,Luke Jackson,0
Franklin 1,2024,Representative in the General Assembly,Write-In,Kent Zacherl,0
Franklin 1,2024,Representative in the General Assembly,Write-In,Lebron James,0
Franklin 1,2024,Representative in the General Assembly,Write-In,Thomas W Martin Jr,0
Franklin 1,2024,Representative in the General Assembly,Write-In,Larry Joe Baughman,0
Franklin 1,2024,Representative in the General Assembly,Write-In,Joanna McClinton,0
Franklin 1,2024,Representative in the General Assembly,Write-In,Jessica Struthers,0
Franklin 1,2024,Representative in the General Assembly,Write-In,Rosalilnd Yarham,0
Franklin 1,2024,Representative in the General Assembly,Write-In,Tom Hartell,0
Franklin 1,2024,Representative in the General Assembly,Write-In,Evin Porter,0
Franklin 1,2024,Representative in the General Assembly,Write-In,Sam Breene,0
Franklin 1,2024,Representative in the General Assembly,Write-In,Adrian Snyder,0
Franklin 1,2024,Representative in the General Assembly,Write-In,Jason B Barnett,0
Franklin 1,2024,Representative in the General Assembly,Write-In,Alec Holland,0
Franklin 1,2024,Representative in the General Assembly,Write-In,Lola Hunt,0
Franklin 1,2024,Representative in the General Assembly,Write-In,Travis Griffen,0
Franklin 1,2024,Representative in the General Assembly,Write-In,Jaimi Hajzus,0
Franklin 1,2024,Representative in the General Assembly,Write-In,Chevy Chase,0
Franklin 1,2024,Representative in the General Assembly,Write-In,Daniel Frank,0
Franklin 1,2024,Representative in the General Assembly,Write-In,John Karien,0
Franklin 1,2024,Representative in the General Assembly,Write-In,Jane E Wright,0
Franklin 1,2024,Representative in the General Assembly,Write-In,Harry Bartley,0
Franklin 1,2024,Representative in the General Assembly,Write-In,Jackson Dilks,0
Franklin 1,2024,Representative in the General Assembly,Write-In,Tod Elford,0
Franklin 1,2024,Representative in the General Assembly,Write-In,Elijah Daubenspeck,0
Franklin 1,2024,Representative in the General Assembly,Write-In,Patricia Steigerwald,0
Franklin 1,2024,Representative in the General Assembly,Write-In,William H Fee,0
Franklin 1,2024,Representative in the General Assembly,Write-In,Preston Nouri,0
Franklin 1,2024,Representative in the General Assembly,Write-In,David Graham,0
Franklin 1,2024,Representative in the General Assembly,Write-In,Michael Badges Canning,0
Franklin 1,2024,Representative in the General Assembly,Write-In,Michael Hanna,0
Franklin 1,2024,Representative in the General Assembly,Write-In,Rita Porter,0
Franklin 1,2024,Representative in the General Assembly,Write-In,Ted Jolley,0
Franklin 1,2024,Representative in the General Assembly,Write-In,Robert Rouse,0
Franklin 1,2024,Representative in the General Assembly,Write-In,Don Prichard,0
Franklin 1,2024,Representative in the General Assembly,Write-In,Marah Fieldon,0
Franklin 1,2024,Representative in the General Assembly,Write-In,John Fetterman,0
Franklin 1,2024,Representative in the General Assembly,Write-In,Tom Wolf,0
Franklin 1,2024,Representative in the General Assembly,Write-In,Joseph Reinsel,0
Franklin 1,2024,Representative in the General Assembly,Write-In,James E Bucholz III,0
Franklin 1,2024,Representative in the General Assembly,Write-In,Joshua A Feehan,0
Franklin 1,2024,Representative in the General Assembly,Write-In,Jayme Wolbert,0
Franklin 1,2024,Representative in the General Assembly,Write-In,Larry Horn,0
Franklin 1,2024,Representative in the General Assembly,Write-In,Chad Myers,0
Franklin 1,2024,Representative in the General Assembly,Write-In,Julia Serbati,0
Franklin 1,2024,Representative in the General Assembly,Write-In,Matthew Croyle,0
Franklin 1,2024,Representative in the General Assembly,Write-In,Brian Slider,0
Franklin 1,2024,Representative in the General Assembly,Write-In,Trisha Lindey,0
Franklin 1,2024,Representative in the General Assembly,Write-In,Bob Shall,0
Franklin 1,2024,Representative in the General Assembly,Write-In,Robert Archer,0
Franklin 1,2024,Representative in the General Assembly,Write-In,Albert Abramovic,0
Franklin 1,2024,Representative in the General Assembly,Write-In,Lou Ruby,0
Franklin 1,2024,Representative in the General Assembly,Write-In,Matthew Komula,0
Franklin 1,2024,Representative in the General Assembly,Write-In,Joseph M Behrle,0
Franklin 1,2024,Representative in the General Assembly,Write-In,Charles E Patterson III,0
Franklin 1,2024,Representative in the General Assembly,Write-In,William Woods,0
Franklin 1,2024,Representative in the General Assembly,Write-In,Raymond Smith,0
Franklin 1,2024,Representative in the General Assembly,Write-In,Jayme Ferry,0
Franklin 1,2024,Representative in the General Assembly,Write-In,James Glass,0
Franklin 1,2024,Representative in the General Assembly,Write-In,Simon Cowell,0
Franklin 1,2024,Representative in the General Assembly,Write-In,Pamela Dickey,0
Franklin 1,2024,Representative in the General Assembly,Write-In,Judith Etzel,0
Franklin 1,2024,Representative in the General Assembly,Write-In,Diana R Owens,0
Franklin 1,2024,Representative in the General Assembly,Write-In,Melissa Whitman,0
Franklin 1,2024,Representative in the General Assembly,Write-In,Em Wilson,0
Franklin 1,2024,Representative in the General Assembly,Write-In,Sean Steel,0
Franklin 1,2024,Representative in the General Assembly,Write-In,Emily R Wilson,0
Franklin 1,2024,Representative in the General Assembly,Write-In,Matthew J Cramer,0
Franklin 1,2024,Representative in the General Assembly,Write-In,John S Krabut,0
Franklin 1,2024,Representative in the General Assembly,Write-In,Satoro Gojo,0
Franklin 1,2024,Representative in the General Assembly,Write-In,Daytona Moore,0
Franklin 1,2024,Representative in the General Assembly,Write-In,Todd Green,0
Franklin 1,2024,Representative in the General Assembly,Write-In,Malachy R McMahon,0
Franklin 1,2024,Representative in the General Assembly,Write-In,Michael Harry Snyder,0
Franklin 1,2024,Representative in the General Assembly,Write-In,John Davis,0
Franklin 1,2024,Representative in the General Assembly,Write-In,Hillary Wisniewski,0
Franklin 1,2024,Representative in the General Assembly,Write-In,Michael Bauer,0
Franklin 1,2024,Representative in the General Assembly,Write-In,Peter McIntyre,0
Franklin 1,2024,Representative in the General Assembly,Write-In,Ryan Bizzarro,0
Franklin 1,2024,Representative in the General Assembly,Write-In,Dennis Clifford,0
Franklin 1,2024,Representative in the General Assembly,Write-In,Jackson Humanic,0
Franklin 1,2024,Representative in the General Assembly,Write-In,Marilyn Manson,0
Franklin 1,2024,Representative in the General Assembly,Write-In,Roger Patterson,0
Franklin 1,2024,Representative in the General Assembly,Write-In,William Colwell,0
Franklin 1,2024,Representative in the General Assembly,Write-In,Richard Edward Bukowski,0
Franklin 1,2024,Representative in the General Assembly,Write-In,Shawn R Stroup,0
Franklin 1,2024,Representative in the General Assembly,Write-In,Carlos Octavio Cintron,0
Franklin 1,2024,Representative in the General Assembly,Write-In,Ashley Smith,0
Franklin 1,2024,Representative in the General Assembly,Write-In,Jan Beichner,0
Franklin 1,2024,Representative in the General Assembly,Write-In,Ben Porter,0
Franklin 1,2024,Representative in the General Assembly,Write-In,Bernie Sanders,0
Franklin 1,2024,Representative in the General Assembly,Write-In,Daniel M Atkins,0
Franklin 1,2024,Representative in the General Assembly,Write-In,Robert E Stine,0
Franklin 1,2024,Representative in the General Assembly,Write-In,Stephen Kosak,0
Franklin 1,2024,Representative in the General Assembly,Write-In,Scott E Hutchinson,0
Franklin 1,2024,Representative in the General Assembly,Write-In,Robin Mazyck,0
Franklin 1,2024,Representative in the General Assembly,Write-In,Gary O'Brien,0
Franklin 1,2024,Representative in the General Assembly,Write-In,Mike Walentosky,0
Franklin 1,2024,Representative in the General Assembly,Write-In,Mark Flaherty,0
Franklin 1,2024,Representative in the General Assembly,Write-In,David Mark Beers,0
Franklin 1,2024,Representative in the General Assembly,Write-In,Robert Lawrence,0
Franklin 1,2024,Representative in the General Assembly,Write-In,Brian Platt,0
Franklin 1,2024,Representative in the General Assembly,Write-In,Scott A Grieff,0
Franklin 1,2024,Representative in the General Assembly,Write-In,Aaron T Stucke-Heiser,0
Franklin 1,2024,Representative in the General Assembly,Write-In,Matthew Gustafson,0
Franklin 1,2024,Representative in the General Assembly,Write-In,John F Kennedy,0
Franklin 1,2024,Representative in the General Assembly,Write-In,Paul Stamm,0
Franklin 1,2024,Representative in the General Assembly,Write-In,Linda Shannon,0
Franklin 1,2024,Representative in the General Assembly,Write-In,Ruby Lenore Crow,0
Franklin 1,2024,Representative in the General Assembly,Write-In,Tara Billotte,0
Franklin 1,2024,Representative in the General Assembly,Write-In,Brian Reed,0
Franklin 2,2024,Presidential Electors,DEM,Kamala D Harris,430
Franklin 2,2024,Presidential Electors,REP,Donald J Trump,630
Franklin 2,2024,Presidential Electors,LIB,Chase Oliver,8
Franklin 2,2024,Presidential Electors,GRN,Jill Stein,5
Franklin 2,2024,Presidential Electors,Write-In,<FICTITIOUS>,4
Franklin 2,2024,Presidential Electors,Write-In,Robert Kennedy,2
Franklin 2,2024,Presidential Electors,Write-In,Tom Cotton,1
Franklin 2,2024,Presidential Electors,Write-In,Nikki Haley,1
Franklin 2,2024,Presidential Electors,Write-In,Randall Terry / Stephen Broden,1
Franklin 2,2024,Presidential Electors,Write-In,Peter Sonski / Lauren Onak,1
Franklin 2,2024,United States Senator,DEM,Robert P Casey Jr,432
Franklin 2,2024,United States Senator,REP,Dave McCormick,596
Franklin 2,2024,United States Senator,LIB,John C Thomas,26
Franklin 2,2024,United States Senator,GRN,Leila Hazou,5
Franklin 2,2024,United States Senator,CST,Marty Selker,13
Franklin 2,2024,United States Senator,Write-In,Linda Lynn,1
Franklin 2,2024,United States Senator,Write-In,Erik Messina,1
Franklin 2,2024,United States Senator,Write-In,Randall Stachelrodt,1
Franklin 2,2024,Attorney General,DEM,Eugene DePasquale,389
Franklin 2,2024,Attorney General,REP,Dave Sunday,634
Franklin 2,2024,Attorney General,LIB,Robert Cowburn,22
Franklin 2,2024,Attorney General,GRN,Richard L Weiss,9
Franklin 2,2024,Attorney General,CST,Justin L Magill,9
Franklin 2,2024,Attorney General,FWD,Eric L Settle,5
Franklin 2,2024,Attorney General,Write-In,Randall Stachelrodt,1
Franklin 2,2024,Auditor General,DEM,Malcolm Kenyatta,367
Franklin 2,2024,Auditor General,REP,Tim DeFoor,633
Franklin 2,2024,Auditor General,LIB,Reece Smith,32
Franklin 2,2024,Auditor General,ASP,Eric K Anton,14
Franklin 2,2024,Auditor General,CST,Bob Goodrich,16
Franklin 2,2024,Auditor General,Write-In,Mark Pinsley,1
Franklin 2,2024,Auditor General,Write-In,Randall Stachelrodt,1
Franklin 2,2024,State Treasurer,DEM,Erin McClelland,373
Franklin 2,2024,State Treasurer,REP,Stacy Garrity,647
Franklin 2,2024,State Treasurer,LIB,Nickolas Ciesielski,21
Franklin 2,2024,State Treasurer,CST,Troy Bowman,10
Franklin 2,2024,State Treasurer,FWD,Chris Foster,10
Franklin 2,2024,State Treasurer,Write-In,Elon Musk,1
Franklin 2,2024,State Treasurer,Write-In,Randall Stachelrodt,1
Franklin 2,2024,Representative in Congress District 16,DEM,Preston Nouri,377
Franklin 2,2024,Representative in Congress District 16,REP,Mike Kelly,679
Franklin 2,2024,Representative in Congress District 16,Write-In,Jeffrey T Schulman,1
Franklin 2,2024,Representative in Congress District 16,Write-In,Sam Breene,1
Franklin 2,2024,Representative in Congress District 16,Write-In,Adrian Snyder,1
Franklin 2,2024,Representative in Congress District 16,Write-In,Fictitious,1
Franklin 2,2024,Representative in Congress District 16,Write-In,Randall Stachelrodt,1
Franklin 2,2024,Senator in the General Assembly,REP,Scott E Hutchinson,918
Franklin 2,2024,Senator in the General Assembly,Write-In,Fictitious,5
Franklin 2,2024,Senator in the General Assembly,Write-In,Mathew Beith,2
Franklin 2,2024,Senator in the General Assembly,Write-In,Vance H Mays,2
Franklin 2,2024,Senator in the General Assembly,Write-In,Diana V Guillen,1
Franklin 2,2024,Senator in the General Assembly,Write-In,Randy Boggess,1
Franklin 2,2024,Senator in the General Assembly,Write-In,Senator Vincent J Huges,1
Franklin 2,2024,Senator in the General Assembly,Write-In,Frank Zappa,1
Franklin 2,2024,Senator in the General Assembly,Write-In,Joshua E Polley,1
Franklin 2,2024,Senator in the General Assembly,Write-In,Illegible,1
Franklin 2,2024,Senator in the General Assembly,Write-In,Patrick W McDonald,1
Franklin 2,2024,Senator in the General Assembly,Write-In,Thomas W Martin Jr,1
Franklin 2,2024,Senator in the General Assembly,Write-In,Rosalind Yarham,1
Franklin 2,2024,Senator in the General Assembly,Write-In,Mitch Miller,1
Franklin 2,2024,Senator in the General Assembly,Write-In,Pamela Templeton,1
Franklin 2,2024,Senator in the General Assembly,Write-In,Mike Sample,1
Franklin 2,2024,Senator in the General Assembly,Write-In,Adrian Snyder,1
Franklin 2,2024,Senator in the General Assembly,Write-In,Ash Williams,1
Franklin 2,2024,Senator in the General Assembly,Write-In,Ron Swanson,1
Franklin 2,2024,Senator in the General Assembly,Write-In,Lola Hunt,1
Franklin 2,2024,Senator in the General Assembly,Write-In,Thomas Jon Hoover,1
Franklin 2,2024,Senator in the General Assembly,Write-In,Matthew Parson,1
Franklin 2,2024,Senator in the General Assembly,Write-In,Noah Taylor,1
Franklin 2,2024,Senator in the General Assembly,Write-In,Jody Loomis,1
Franklin 2,2024,Senator in the General Assembly,Write-In,Daniel Frank,1
Franklin 2,2024,Senator in the General Assembly,Write-In,Stephen Galey,1
Franklin 2,2024,Senator in the General Assembly,Write-In,Edward Scurry,1
Franklin 2,2024,Senator in the General Assembly,Write-In,Doug Patrick,0
