precinct,year,race,party,candidate,votes
01M Lebanon 1st Ward Middle,2024,PRESIDENTIAL ELECTORS,LIB,CHASE OLIVER,1
01M Lebanon 1st Ward Middle,2024,PRESIDENTIAL ELECTORS,GRN,JILL STEIN,5
01M Lebanon 1st Ward Middle,2024,UNITED STATES SENATOR,DEM,ROBERT P CASEY JR,153
01M Lebanon 1st Ward Middle,2024,UNITED STATES SENATOR,REP,DAVE MCCORMICK,198
01M Lebanon 1st Ward Middle,2024,UNITED STATES SENATOR,LIB,JOHN C THOMAS,6
01M Lebanon 1st Ward Middle,2024,UNITED STATES SENATOR,GRN,LEILA HAZOU,8
01M Lebanon 1st Ward Middle,2024,UNITED STATES SENATOR,CST,MARTY SELKER,2
01M Lebanon 1st Ward Middle,2024,ATTORNEY GENERAL,DEM,EUGENE DEPASQUALE,147
01M Lebanon 1st Ward Middle,2024,ATTORNEY GENERAL,REP,DAVE SUNDAY,202
01M Lebanon 1st Ward Middle,2024,ATTORNEY GENERAL,LIB,ROBERT COWBURN,6
01M Lebanon 1st Ward Middle,2024,ATTORNEY GENERAL,GRN,RICHARD L WEISS,5
01M Lebanon 1st Ward Middle,2024,ATTORNEY GENERAL,CST,JUSTIN L MAGILL,2
01M Lebanon 1st Ward Middle,2024,AUDITOR GENERAL,DEM,MALCOLM KENYATTA,136
01M Lebanon 1st Ward Middle,2024,AUDITOR GENERAL,REP,TIM DEFOOR,200
01M Lebanon 1st Ward Middle,2024,AUDITOR GENERAL,LIB,REECE SMITH,8
01M Lebanon 1st Ward Middle,2024,AUDITOR GENERAL,ASP,ERIC K ANTON,6
01M Lebanon 1st Ward Middle,2024,AUDITOR GENERAL,CST,BOB GOODRICH,12
01M Lebanon 1st Ward Middle,2024,STATE TREASURER,DEM,ERIN MCCLELLAND,133
01M Lebanon 1st Ward Middle,2024,STATE TREASURER,REP,STACY GARRITY,211
01M Lebanon 1st Ward Middle,2024,STATE TREASURER,LIB,NICKOLAS CIESIELSKI,4
01M Lebanon 1st Ward Middle,2024,STATE TREASURER,CST,TROY BOWMAN,7
01M Lebanon 1st Ward Middle,2024,STATE TREASURER,FWD,CHRIS FOSTER,3
01M Lebanon 1st Ward Middle,2024,REPRESENTATIVE IN CONGRESS 9TH US DISTRICT,DEM,AMANDA WALDMAN,151
01M Lebanon 1st Ward Middle,2024,REPRESENTATIVE IN CONGRESS 9TH US DISTRICT,REP,DAN MEUSER,207
01M Lebanon 1st Ward Middle,2024,REPRESENTATIVE in the GENERAL ASSEMBLY 101ST,REP,JOHN SCHLEGEL,268
01W Lebanon 1st Ward West,2024,PRESIDENTIAL ELECTORS,DEM,KAMALA D HARRIS,176
01W Lebanon 1st Ward West,2024,PRESIDENTIAL ELECTORS,REP,DONALD J TRUMP,232
01W Lebanon 1st Ward West,2024,PRESIDENTIAL ELECTORS,LIB,CHASE OLIVER,0
01W Lebanon 1st Ward West,2024,PRESIDENTIAL ELECTORS,GRN,JILL STEIN,2
01W Lebanon 1st Ward West,2024,UNITED STATES SENATOR,DEM,ROBERT P CASEY JR,169
01W Lebanon 1st Ward West,2024,UNITED STATES SENATOR,REP,DAVE MCCORMICK,200
01W Lebanon 1st Ward West,2024,UNITED STATES SENATOR,LIB,JOHN C THOMAS,10
01W Lebanon 1st Ward West,2024,UNITED STATES SENATOR,GRN,LEILA HAZOU,5
01W Lebanon 1st Ward West,2024,UNITED STATES SENATOR,CST,MARTY SELKER,4
01W Lebanon 1st Ward West,2024,ATTORNEY GENERAL,DEM,EUGENE DEPASQUALE,157
01W Lebanon 1st Ward West,2024,ATTORNEY GENERAL,REP,DAVE SUNDAY,212
01W Lebanon 1st Ward West,2024,ATTORNEY GENERAL,LIB,ROBERT COWBURN,7
01W Lebanon 1st Ward West,2024,ATTORNEY GENERAL,GRN,RICHARD L WEISS,9
01W Lebanon 1st Ward West,2024,ATTORNEY GENERAL,CST,JUSTIN L MAGILL,3
01W Lebanon 1st Ward West,2024,ATTORNEY GENERAL,FWD,ERIC L SETTLE,1
01W Lebanon 1st Ward West,2024,AUDITOR GENERAL,DEM,MALCOLM KENYATTA,152
01W Lebanon 1st Ward West,2024,AUDITOR GENERAL,REP,TIM DEFOOR,211
01W Lebanon 1st Ward West,2024,AUDITOR GENERAL,LIB,REECE SMITH,12
01W Lebanon 1st Ward West,2024,AUDITOR GENERAL,ASP,ERIC K ANTON,3
01W Lebanon 1st Ward West,2024,AUDITOR GENERAL,CST,BOB GOODRICH,4
01W Lebanon 1st Ward West,2024,STATE TREASURER,DEM,ERIN MCCLELLAND,149
01W Lebanon 1st Ward West,2024,STATE TREASURER,REP,STACY GARRITY,223
01W Lebanon 1st Ward West,2024,STATE TREASURER,LIB,NICKOLAS CIESIELSKI,8
01W Lebanon 1st Ward West,2024,STATE TREASURER,CST,TROY BOWMAN,6
01W Lebanon 1st Ward West,2024,STATE TREASURER,FWD,CHRIS FOSTER,1
01W Lebanon 1st Ward West,2024,REPRESENTATIVE IN CONGRESS 9TH US DISTRICT,DEM,AMANDA WALDMAN,169
01W Lebanon 1st Ward West,2024,REPRESENTATIVE IN CONGRESS 9TH US DISTRICT,REP,DAN MEUSER,213
01W Lebanon 1st Ward West,2024,REPRESENTATIVE in the GENERAL ASSEMBLY 101ST,REP,JOHN SCHLEGEL,276
02E Lebanon 2nd Ward East,2024,PRESIDENTIAL ELECTORS,DEM,KAMALA D HARRIS,391
02E Lebanon 2nd Ward East,2024,PRESIDENTIAL ELECTORS,REP,DONALD J TRUMP,513
02E Lebanon 2nd Ward East,2024,PRESIDENTIAL ELECTORS,LIB,CHASE OLIVER,4
02E Lebanon 2nd Ward East,2024,PRESIDENTIAL ELECTORS,GRN,JILL STEIN,9
02E Lebanon 2nd Ward East,2024,UNITED STATES SENATOR,DEM,ROBERT P CASEY JR,394
02E Lebanon 2nd Ward East,2024,UNITED STATES SENATOR,REP,DAVE MCCORMICK,467
02E Lebanon 2nd Ward East,2024,UNITED STATES SENATOR,LIB,JOHN C THOMAS,18
02E Lebanon 2nd Ward East,2024,UNITED STATES SENATOR,GRN,LEILA HAZOU,9
02E Lebanon 2nd Ward East,2024,UNITED STATES SENATOR,CST,MARTY SELKER,8
02E Lebanon 2nd Ward East,2024,ATTORNEY GENERAL,DEM,EUGENE DEPASQUALE,380
02E Lebanon 2nd Ward East,2024,ATTORNEY GENERAL,REP,DAVE SUNDAY,468
02E Lebanon 2nd Ward East,2024,ATTORNEY GENERAL,LIB,ROBERT COWBURN,17
02E Lebanon 2nd Ward East,2024,ATTORNEY GENERAL,GRN,RICHARD L WEISS,9
02E Lebanon 2nd Ward East,2024,ATTORNEY GENERAL,CST,JUSTIN L MAGILL,6
02E Lebanon 2nd Ward East,2024,ATTORNEY GENERAL,FWD,ERIC L SETTLE,5
02E Lebanon 2nd Ward East,2024,AUDITOR GENERAL,DEM,MALCOLM KENYATTA,373
02E Lebanon 2nd Ward East,2024,AUDITOR GENERAL,REP,TIM DEFOOR,459
02E Lebanon 2nd Ward East,2024,AUDITOR GENERAL,LIB,REECE SMITH,25
02E Lebanon 2nd Ward East,2024,AUDITOR GENERAL,ASP,ERIC K ANTON,5
02E Lebanon 2nd Ward East,2024,AUDITOR GENERAL,CST,BOB GOODRICH,17
02E Lebanon 2nd Ward East,2024,STATE TREASURER,DEM,ERIN MCCLELLAND,365
02E Lebanon 2nd Ward East,2024,STATE TREASURER,REP,STACY GARRITY,479
02E Lebanon 2nd Ward East,2024,STATE TREASURER,LIB,NICKOLAS CIESIELSKI,18
02E Lebanon 2nd Ward East,2024,STATE TREASURER,CST,TROY BOWMAN,7
02E Lebanon 2nd Ward East,2024,STATE TREASURER,FWD,CHRIS FOSTER,10
02E Lebanon 2nd Ward East,2024,REPRESENTATIVE IN CONGRESS 9TH US DISTRICT,DEM,AMANDA WALDMAN,395
02E Lebanon 2nd Ward East,2024,REPRESENTATIVE IN CONGRESS 9TH US DISTRICT,REP,DAN MEUSER,486
02E Lebanon 2nd Ward East,2024,REPRESENTATIVE in the GENERAL ASSEMBLY 101ST,REP,JOHN SCHLEGEL,641
02E Lebanon 2nd Ward East,2024,REPRESENTATIVE in the GENERAL ASSEMBLY 101ST,Write-In,Write-In Totals,34
02W Lebanon 2nd Ward West,2024,PRESIDENTIAL ELECTORS,DEM,KAMALA D HARRIS,488
02W Lebanon 2nd Ward West,2024,PRESIDENTIAL ELECTORS,REP,DONALD J TRUMP,652
02W Lebanon 2nd Ward West,2024,PRESIDENTIAL ELECTORS,LIB,CHASE OLIVER,6
02W Lebanon 2nd Ward West,2024,PRESIDENTIAL ELECTORS,GRN,JILL STEIN,6
02W Lebanon 2nd Ward West,2024,UNITED STATES SENATOR,DEM,ROBERT P CASEY JR,483
02W Lebanon 2nd Ward West,2024,UNITED STATES SENATOR,REP,DAVE MCCORMICK,613
02W Lebanon 2nd Ward West,2024,UNITED STATES SENATOR,LIB,JOHN C THOMAS,24
02W Lebanon 2nd Ward West,2024,UNITED STATES SENATOR,GRN,LEILA HAZOU,15
02W Lebanon 2nd Ward West,2024,UNITED STATES SENATOR,CST,MARTY SELKER,4
02W Lebanon 2nd Ward West,2024,ATTORNEY GENERAL,DEM,EUGENE DEPASQUALE,471
02W Lebanon 2nd Ward West,2024,ATTORNEY GENERAL,REP,DAVE SUNDAY,614
02W Lebanon 2nd Ward West,2024,ATTORNEY GENERAL,LIB,ROBERT COWBURN,16
02W Lebanon 2nd Ward West,2024,ATTORNEY GENERAL,GRN,RICHARD L WEISS,17
02W Lebanon 2nd Ward West,2024,ATTORNEY GENERAL,CST,JUSTIN L MAGILL,6
02W Lebanon 2nd Ward West,2024,ATTORNEY GENERAL,FWD,ERIC L SETTLE,5
02W Lebanon 2nd Ward West,2024,AUDITOR GENERAL,DEM,MALCOLM KENYATTA,440
02W Lebanon 2nd Ward West,2024,AUDITOR GENERAL,REP,TIM DEFOOR,640
02W Lebanon 2nd Ward West,2024,AUDITOR GENERAL,LIB,REECE SMITH,23
02W Lebanon 2nd Ward West,2024,AUDITOR GENERAL,ASP,ERIC K ANTON,0
02W Lebanon 2nd Ward West,2024,AUDITOR GENERAL,CST,BOB GOODRICH,17
02W Lebanon 2nd Ward West,2024,STATE TREASURER,DEM,ERIN MCCLELLAND,431
02W Lebanon 2nd Ward West,2024,STATE TREASURER,REP,STACY GARRITY,658
02W Lebanon 2nd Ward West,2024,STATE TREASURER,LIB,NICKOLAS CIESIELSKI,16
02W Lebanon 2nd Ward West,2024,STATE TREASURER,CST,TROY BOWMAN,15
02W Lebanon 2nd Ward West,2024,STATE TREASURER,FWD,CHRIS FOSTER,3
02W Lebanon 2nd Ward West,2024,REPRESENTATIVE IN CONGRESS 9TH US DISTRICT,DEM,AMANDA WALDMAN,477
02W Lebanon 2nd Ward West,2024,REPRESENTATIVE IN CONGRESS 9TH US DISTRICT,REP,DAN MEUSER,653
02W Lebanon 2nd Ward West,2024,REPRESENTATIVE in the GENERAL ASSEMBLY 101ST,REP,JOHN SCHLEGEL,850
02W Lebanon 2nd Ward West,2024,REPRESENTATIVE in the GENERAL ASSEMBLY 101ST,Write-In,Write-In Totals,42
03 Lebanon 3rd Ward,2024,PRESIDENTIAL ELECTORS,DEM,KAMALA D HARRIS,114
03 Lebanon 3rd Ward,2024,PRESIDENTIAL ELECTORS,REP,DONALD J TRUMP,135
03 Lebanon 3rd Ward,2024,PRESIDENTIAL ELECTORS,Write-In,Write-In Totals,2
03 Lebanon 3rd Ward,2024,UNITED STATES SENATOR,DEM,ROBERT P CASEY JR,97
03 Lebanon 3rd Ward,2024,UNITED STATES SENATOR,REP,DAVE MCCORMICK,115
03 Lebanon 3rd Ward,2024,UNITED STATES SENATOR,LIB,JOHN C THOMAS,6
03 Lebanon 3rd Ward,2024,UNITED STATES SENATOR,GRN,LEILA HAZOU,6
03 Lebanon 3rd Ward,2024,UNITED STATES SENATOR,CST,MARTY SELKER,1
03 Lebanon 3rd Ward,2024,ATTORNEY GENERAL,DEM,EUGENE DEPASQUALE,103
03 Lebanon 3rd Ward,2024,ATTORNEY GENERAL,REP,DAVE SUNDAY,105
03 Lebanon 3rd Ward,2024,ATTORNEY GENERAL,LIB,ROBERT COWBURN,7
03 Lebanon 3rd Ward,2024,ATTORNEY GENERAL,GRN,RICHARD L WEISS,4
03 Lebanon 3rd Ward,2024,ATTORNEY GENERAL,CST,JUSTIN L MAGILL,3
03 Lebanon 3rd Ward,2024,AUDITOR GENERAL,DEM,MALCOLM KENYATTA,107
03 Lebanon 3rd Ward,2024,AUDITOR GENERAL,REP,TIM DEFOOR,100
03 Lebanon 3rd Ward,2024,AUDITOR GENERAL,LIB,REECE SMITH,4
03 Lebanon 3rd Ward,2024,AUDITOR GENERAL,ASP,ERIC K ANTON,1
03 Lebanon 3rd Ward,2024,AUDITOR GENERAL,CST,BOB GOODRICH,8
03 Lebanon 3rd Ward,2024,STATE TREASURER,DEM,ERIN MCCLELLAND,101
03 Lebanon 3rd Ward,2024,STATE TREASURER,REP,STACY GARRITY,105
03 Lebanon 3rd Ward,2024,STATE TREASURER,LIB,NICKOLAS CIESIELSKI,7
03 Lebanon 3rd Ward,2024,STATE TREASURER,CST,TROY BOWMAN,3
03 Lebanon 3rd Ward,2024,STATE TREASURER,FWD,CHRIS FOSTER,3
03 Lebanon 3rd Ward,2024,REPRESENTATIVE IN CONGRESS 9TH US DISTRICT,DEM,AMANDA WALDMAN,109
03 Lebanon 3rd Ward,2024,REPRESENTATIVE IN CONGRESS 9TH US DISTRICT,REP,DAN MEUSER,109
03 Lebanon 3rd Ward,2024,REPRESENTATIVE in the GENERAL ASSEMBLY 101ST,REP,JOHN SCHLEGEL,153
03 Lebanon 3rd Ward,2024,REPRESENTATIVE in the GENERAL ASSEMBLY 101ST,Write-In,Write-In Totals,6
04 Lebanon 4th Ward,2024,PRESIDENTIAL ELECTORS,DEM,KAMALA D HARRIS,162
04 Lebanon 4th Ward,2024,PRESIDENTIAL ELECTORS,REP,DONALD J TRUMP,155
04 Lebanon 4th Ward,2024,PRESIDENTIAL ELECTORS,LIB,CHASE OLIVER,0
04 Lebanon 4th Ward,2024,PRESIDENTIAL ELECTORS,GRN,JILL STEIN,0
04 Lebanon 4th Ward,2024,PRESIDENTIAL ELECTORS,Write-In,Write-In Totals,2
04 Lebanon 4th Ward,2024,UNITED STATES SENATOR,DEM,ROBERT P CASEY JR,156
04 Lebanon 4th Ward,2024,UNITED STATES SENATOR,REP,DAVE MCCORMICK,129
04 Lebanon 4th Ward,2024,UNITED STATES SENATOR,LIB,JOHN C THOMAS,7
04 Lebanon 4th Ward,2024,UNITED STATES SENATOR,GRN,LEILA HAZOU,6
04 Lebanon 4th Ward,2024,UNITED STATES SENATOR,CST,MARTY SELKER,3
04 Lebanon 4th Ward,2024,UNITED STATES SENATOR,Write-In,Write-In Totals,1
04 Lebanon 4th Ward,2024,ATTORNEY GENERAL,DEM,EUGENE DEPASQUALE,145
04 Lebanon 4th Ward,2024,ATTORNEY GENERAL,REP,DAVE SUNDAY,133
04 Lebanon 4th Ward,2024,ATTORNEY GENERAL,LIB,ROBERT COWBURN,7
04 Lebanon 4th Ward,2024,ATTORNEY GENERAL,GRN,RICHARD L WEISS,5
04 Lebanon 4th Ward,2024,ATTORNEY GENERAL,CST,JUSTIN L MAGILL,5
04 Lebanon 4th Ward,2024,ATTORNEY GENERAL,FWD,ERIC L SETTLE,3
04 Lebanon 4th Ward,2024,AUDITOR GENERAL,DEM,MALCOLM KENYATTA,136
04 Lebanon 4th Ward,2024,AUDITOR GENERAL,REP,TIM DEFOOR,139
04 Lebanon 4th Ward,2024,AUDITOR GENERAL,LIB,REECE SMITH,7
04 Lebanon 4th Ward,2024,AUDITOR GENERAL,ASP,ERIC K ANTON,4
04 Lebanon 4th Ward,2024,AUDITOR GENERAL,CST,BOB GOODRICH,6
04 Lebanon 4th Ward,2024,STATE TREASURER,DEM,ERIN MCCLELLAND,136
04 Lebanon 4th Ward,2024,STATE TREASURER,REP,STACY GARRITY,147
04 Lebanon 4th Ward,2024,STATE TREASURER,LIB,NICKOLAS CIESIELSKI,4
04 Lebanon 4th Ward,2024,STATE TREASURER,CST,TROY BOWMAN,3
04 Lebanon 4th Ward,2024,STATE TREASURER,FWD,CHRIS FOSTER,3
04 Lebanon 4th Ward,2024,REPRESENTATIVE IN CONGRESS 9TH US DISTRICT,DEM,AMANDA WALDMAN,152
04 Lebanon 4th Ward,2024,REPRESENTATIVE IN CONGRESS 9TH US DISTRICT,REP,DAN MEUSER,140
04 Lebanon 4th Ward,2024,REPRESENTATIVE in the GENERAL ASSEMBLY 101ST 101st State Legislative,REP,JOHN SCHLEGEL,195
05E Lebanon 5th Ward East,2024,PRESIDENTIAL ELECTORS,DEM,KAMALA D HARRIS,214
05E Lebanon 5th Ward East,2024,PRESIDENTIAL ELECTORS,REP,DONALD J TRUMP,226
05E Lebanon 5th Ward East,2024,PRESIDENTIAL ELECTORS,LIB,CHASE OLIVER,0
05E Lebanon 5th Ward East,2024,PRESIDENTIAL ELECTORS,GRN,JILL STEIN,1
05E Lebanon 5th Ward East,2024,PRESIDENTIAL ELECTORS,Write-In,Write-In Totals,2
05E Lebanon 5th Ward East,2024,UNITED STATES SENATOR,DEM,ROBERT P CASEY JR,208
05E Lebanon 5th Ward East,2024,UNITED STATES SENATOR,REP,DAVE MCCORMICK,200
05E Lebanon 5th Ward East,2024,UNITED STATES SENATOR,LIB,JOHN C THOMAS,14
05E Lebanon 5th Ward East,2024,UNITED STATES SENATOR,GRN,LEILA HAZOU,8
05E Lebanon 5th Ward East,2024,UNITED STATES SENATOR,CST,MARTY SELKER,5
05E Lebanon 5th Ward East,2024,ATTORNEY GENERAL,DEM,EUGENE DEPASQUALE,202
05E Lebanon 5th Ward East,2024,ATTORNEY GENERAL,REP,DAVE SUNDAY,205
05E Lebanon 5th Ward East,2024,ATTORNEY GENERAL,LIB,ROBERT COWBURN,11
05E Lebanon 5th Ward East,2024,ATTORNEY GENERAL,GRN,RICHARD L WEISS,7
05E Lebanon 5th Ward East,2024,ATTORNEY GENERAL,CST,JUSTIN L MAGILL,6
05E Lebanon 5th Ward East,2024,ATTORNEY GENERAL,FWD,ERIC L SETTLE,1
05E Lebanon 5th Ward East,2024,AUDITOR GENERAL,DEM,MALCOLM KENYATTA,200
05E Lebanon 5th Ward East,2024,AUDITOR GENERAL,REP,TIM DEFOOR,203
05E Lebanon 5th Ward East,2024,AUDITOR GENERAL,LIB,REECE SMITH,13
05E Lebanon 5th Ward East,2024,AUDITOR GENERAL,ASP,ERIC K ANTON,2
05E Lebanon 5th Ward East,2024,AUDITOR GENERAL,CST,BOB GOODRICH,8
05E Lebanon 5th Ward East,2024,STATE TREASURER,DEM,ERIN MCCLELLAND,201
05E Lebanon 5th Ward East,2024,STATE TREASURER,REP,STACY GARRITY,210
05E Lebanon 5th Ward East,2024,STATE TREASURER,LIB,NICKOLAS CIESIELSKI,8
05E Lebanon 5th Ward East,2024,STATE TREASURER,CST,TROY BOWMAN,3
05E Lebanon 5th Ward East,2024,STATE TREASURER,FWD,CHRIS FOSTER,3
05E Lebanon 5th Ward East,2024,REPRESENTATIVE IN CONGRESS 9TH US DISTRICT,DEM,AMANDA WALDMAN,217
05E Lebanon 5th Ward East,2024,REPRESENTATIVE IN CONGRESS 9TH US DISTRICT,REP,DAN MEUSER,211
05E Lebanon 5th Ward East,2024,REPRESENTATIVE in the GENERAL ASSEMBLY 101ST 101st State Legislative,REP,JOHN SCHLEGEL,287
05M Lebanon 5th Ward Middle,2024,PRESIDENTIAL ELECTORS,DEM,KAMALA D HARRIS,207
05M Lebanon 5th Ward Middle,2024,PRESIDENTIAL ELECTORS,REP,DONALD J TRUMP,188
05M Lebanon 5th Ward Middle,2024,PRESIDENTIAL ELECTORS,LIB,CHASE OLIVER,1
05M Lebanon 5th Ward Middle,2024,PRESIDENTIAL ELECTORS,GRN,JILL STEIN,0
05M Lebanon 5th Ward Middle,2024,UNITED STATES SENATOR,DEM,ROBERT P CASEY JR,204
05M Lebanon 5th Ward Middle,2024,UNITED STATES SENATOR,REP,DAVE MCCORMICK,167
05M Lebanon 5th Ward Middle,2024,UNITED STATES SENATOR,LIB,JOHN C THOMAS,7
05M Lebanon 5th Ward Middle,2024,UNITED STATES SENATOR,GRN,LEILA HAZOU,5
05M Lebanon 5th Ward Middle,2024,ATTORNEY GENERAL,DEM,EUGENE DEPASQUALE,195
05M Lebanon 5th Ward Middle,2024,ATTORNEY GENERAL,REP,DAVE SUNDAY,162
05M Lebanon 5th Ward Middle,2024,ATTORNEY GENERAL,LIB,ROBERT COWBURN,4
05M Lebanon 5th Ward Middle,2024,ATTORNEY GENERAL,GRN,RICHARD L WEISS,4
05M Lebanon 5th Ward Middle,2024,ATTORNEY GENERAL,CST,JUSTIN L MAGILL,2
05M Lebanon 5th Ward Middle,2024,ATTORNEY GENERAL,FWD,ERIC L SETTLE,1
05M Lebanon 5th Ward Middle,2024,AUDITOR GENERAL,DEM,MALCOLM KENYATTA,189
05M Lebanon 5th Ward Middle,2024,AUDITOR GENERAL,REP,TIM DEFOOR,161
05M Lebanon 5th Ward Middle,2024,AUDITOR GENERAL,LIB,REECE SMITH,6
05M Lebanon 5th Ward Middle,2024,AUDITOR GENERAL,ASP,ERIC K ANTON,7
05M Lebanon 5th Ward Middle,2024,AUDITOR GENERAL,CST,BOB GOODRICH,4
05M Lebanon 5th Ward Middle,2024,STATE TREASURER,DEM,ERIN MCCLELLAND,186
05M Lebanon 5th Ward Middle,2024,STATE TREASURER,REP,STACY GARRITY,166
05M Lebanon 5th Ward Middle,2024,STATE TREASURER,LIB,NICKOLAS CIESIELSKI,4
05M Lebanon 5th Ward Middle,2024,STATE TREASURER,CST,TROY BOWMAN,6
05M Lebanon 5th Ward Middle,2024,STATE TREASURER,FWD,CHRIS FOSTER,2
05M Lebanon 5th Ward Middle,2024,REPRESENTATIVE IN CONGRESS 9TH US DISTRICT,DEM,AMANDA WALDMAN,200
05M Lebanon 5th Ward Middle,2024,REPRESENTATIVE IN CONGRESS 9TH US DISTRICT,REP,DAN MEUSER,165
05M Lebanon 5th Ward Middle,2024,REPRESENTATIVE in the GENERAL ASSEMBLY 101ST 101st State Legislative,REP,JOHN SCHLEGEL,238
05W Lebanon 5th Ward West,2024,PRESIDENTIAL ELECTORS,DEM,KAMALA D HARRIS,209
05W Lebanon 5th Ward West,2024,PRESIDENTIAL ELECTORS,REP,DONALD J TRUMP,140
05W Lebanon 5th Ward West,2024,PRESIDENTIAL ELECTORS,LIB,CHASE OLIVER,2
05W Lebanon 5th Ward West,2024,PRESIDENTIAL ELECTORS,GRN,JILL STEIN,1
05W Lebanon 5th Ward West,2024,PRESIDENTIAL ELECTORS,Write-In,Write-Ins,1
05W Lebanon 5th Ward West,2024,UNITED STATES SENATOR,DEM,ROBERT P CASEY JR,200
05W Lebanon 5th Ward West,2024,UNITED STATES SENATOR,REP,DAVE MCCORMICK,129
05W Lebanon 5th Ward West,2024,UNITED STATES SENATOR,LIB,JOHN C THOMAS,4
05W Lebanon 5th Ward West,2024,UNITED STATES SENATOR,GRN,LEILA HAZOU,5
05W Lebanon 5th Ward West,2024,UNITED STATES SENATOR,CST,MARTY SELKER,2
05W Lebanon 5th Ward West,2024,ATTORNEY GENERAL,DEM,EUGENE DEPASQUALE,191
05W Lebanon 5th Ward West,2024,ATTORNEY GENERAL,REP,DAVE SUNDAY,116
05W Lebanon 5th Ward West,2024,ATTORNEY GENERAL,LIB,ROBERT COWBURN,8
05W Lebanon 5th Ward West,2024,ATTORNEY GENERAL,GRN,RICHARD L WEISS,6
05W Lebanon 5th Ward West,2024,ATTORNEY GENERAL,CST,JUSTIN L MAGILL,4
05W Lebanon 5th Ward West,2024,ATTORNEY GENERAL,FWD,ERIC L SETTLE,4
05W Lebanon 5th Ward West,2024,AUDITOR GENERAL,DEM,MALCOLM KENYATTA,184
05W Lebanon 5th Ward West,2024,AUDITOR GENERAL,REP,TIM DEFOOR,122
05W Lebanon 5th Ward West,2024,AUDITOR GENERAL,LIB,REECE SMITH,3
05W Lebanon 5th Ward West,2024,AUDITOR GENERAL,ASP,ERIC K ANTON,9
05W Lebanon 5th Ward West,2024,AUDITOR GENERAL,CST,BOB GOODRICH,6
05W Lebanon 5th Ward West,2024,STATE TREASURER,DEM,ERIN MCCLELLAND,187
05W Lebanon 5th Ward West,2024,STATE TREASURER,REP,STACY GARRITY,119
05W Lebanon 5th Ward West,2024,STATE TREASURER,LIB,NICKOLAS CIESIELSKI,8
05W Lebanon 5th Ward West,2024,STATE TREASURER,CST,TROY BOWMAN,4
05W Lebanon 5th Ward West,2024,STATE TREASURER,FWD,CHRIS FOSTER,4
05W Lebanon 5th Ward West,2024,REPRESENTATIVE IN CONGRESS 9TH US DISTRICT,DEM,AMANDA WALDMAN,194
